county,agencies,year,population,crimesperthousand,index_total,violentperthousand,violent_total,murderperthousand,murder,"rapeperperson * 1000",rape,robberyperthousand,robbery,aggravated_assaultperthousand,aggravated_assault,propertyperthousand,property_total,burglaryperthousand,burglary,larcenyperthousand,larceny,vehicletheftperthousand,motor_vehicle_theft
Westchester,441,2003,935799,375.0000,60,50.3000,8,0.4000,0,1.7000,0,22.0000,4,26.2000,4,324.7000,52,50.1000,7,239.2000,44,35.4000,1
Wyoming,72,2003,42955,421.6000,61,33.5000,5,0.4000,0,2.5000,0,2.5000,0,28.1000,5,388.0000,56,125.3000,2,251.8000,54,10.9000,0
Yates,45,2003,24898,260.3000,360,21.7000,30,0.0000,0,4.3000,6,1.4000,2,15.9000,22,238.6000,330,47.7000,66,187.2000,259,3.6000,5
Albany,162,2004,302173,757.1000,6717,85.2000,1131,0.8000,10,4.6000,53,28.7000,394,51.2000,674,671.9000,5586,118.6000,1294,513.0000,3825,40.3000,467
Allegany,135,2004,50311,337.4000,75,34.7000,8,0.0000,0,6.8000,3,0.7000,1,27.2000,4,302.7000,67,72.3000,13,219.3000,53,11.1000,1
Bronx,9,2004,1358963,271.1000,40939,84.8000,12797,0.8000,125,1.9000,290,33.6000,5076,48.4000,7306,186.4000,28142,31.2000,4708,125.2000,18904,30.0000,4530
Broome,108,2004,200974,529.2000,2122,29.4000,155,0.2000,1,4.7000,22,8.0000,57,16.6000,75,499.9000,1967,63.8000,247,422.7000,1686,13.3000,34
Cattaraugus,108,2004,82864,538.9000,239,45.8000,13,0.7000,0,4.6000,0,2.6000,0,38.0000,13,493.1000,226,80.8000,9,401.9000,217,10.4000,0
Cayuga,81,2004,81284,392.0000,1167,29.0000,79,0.4000,2,3.1000,11,4.4000,18,21.0000,48,362.9000,1088,70.4000,173,285.9000,903,6.6000,12
Chautauqua,126,2004,137174,499.2000,12,45.5000,4,0.1000,0,5.5000,0,9.3000,0,30.6000,4,453.6000,8,98.3000,1,341.3000,7,14.0000,0
Chemung,81,2004,89777,615.5000,0,50.7000,0,0.4000,0,7.2000,0,10.8000,0,32.3000,0,564.8000,0,86.0000,0,464.4000,0,14.4000,0
Chenango,99,2004,51297,384.6000,1,41.8000,0,0.0000,0,6.3000,0,3.9000,0,31.6000,0,342.8000,1,82.1000,0,253.7000,1,7.0000,0
Clinton,63,2004,81803,349.4000,0,41.1000,0,0.0000,0,5.9000,0,2.0000,0,33.2000,0,308.3000,0,93.3000,0,207.1000,0,7.9000,0
Columbia,108,2004,63646,306.0000,97,20.9000,8,0.3000,0,1.7000,0,2.3000,0,16.7000,8,285.1000,89,46.1000,11,228.2000,70,10.7000,8
Cortland,72,2004,49628,498.3000,576,38.8000,74,0.0000,0,8.7000,15,3.6000,5,26.5000,54,459.5000,502,78.7000,90,366.0000,386,14.9000,26
Delaware,99,2004,48283,314.6000,0,32.8000,0,0.7000,0,1.9000,0,0.7000,0,29.5000,0,281.8000,0,84.3000,0,190.5000,0,7.1000,0
Dutchess,171,2004,292859,326.4000,0,45.9000,0,0.2000,0,2.6000,0,11.1000,0,32.0000,0,280.5000,0,40.4000,0,222.7000,0,17.3000,0
Erie,252,2004,938333,638.9000,38,90.4000,9,1.1000,0,5.8000,0,32.5000,1,51.1000,8,548.4000,29,111.0000,1,382.8000,27,54.7000,1
Essex,54,2004,39295,215.3000,470,27.9000,61,0.0000,0,3.2000,7,0.5000,1,24.3000,53,187.4000,409,73.3000,160,109.5000,239,4.6000,10
Franklin,63,2004,51197,361.8000,1029,58.0000,165,0.7000,2,3.2000,9,1.1000,3,53.1000,151,303.8000,864,114.6000,326,179.7000,511,9.5000,27
Fulton,63,2004,55233,488.5000,1499,31.0000,95,0.0000,0,2.6000,8,3.9000,12,24.4000,75,457.6000,1404,78.2000,240,359.5000,1103,19.9000,61
Genesee,72,2004,60224,545.5000,782,32.3000,47,0.3000,0,6.6000,8,5.4000,11,20.0000,28,513.2000,735,86.1000,105,417.8000,630,9.3000,0
Greene,108,2004,48755,296.5000,8,51.7000,0,0.7000,0,3.3000,0,3.0000,0,44.7000,0,244.8000,8,72.4000,2,166.9000,6,5.5000,0
Hamilton,45,2004,5158,198.9000,57,14.0000,4,0.0000,0,3.5000,1,0.0000,0,10.5000,3,185.0000,53,62.8000,18,122.1000,35,0.0000,0
Herkimer,117,2004,64332,329.3000,1177,49.5000,177,0.3000,1,4.5000,16,3.1000,11,41.7000,149,279.8000,1000,66.9000,239,206.8000,739,6.2000,22
Jefferson,153,2004,109924,373.5000,6,37.7000,0,0.5000,0,6.4000,0,4.1000,0,26.7000,0,335.9000,6,66.2000,1,262.7000,5,7.0000,0
Kings,9,2004,2459094,248.7000,67962,72.2000,19735,0.8000,232,1.7000,459,32.1000,8783,37.6000,10261,176.5000,48227,32.6000,8901,119.1000,32551,24.8000,6775
Lewis,45,2004,26661,214.0000,317,17.6000,26,0.0000,0,0.7000,1,0.0000,0,16.9000,25,196.5000,291,63.5000,94,128.3000,190,4.7000,7
Livingston,99,2004,65484,474.2000,59,23.6000,1,0.3000,0,5.2000,0,3.6000,1,14.6000,0,450.5000,58,57.7000,12,386.5000,42,6.3000,4
Madison,108,2004,71397,354.0000,0,17.9000,0,0.3000,0,3.5000,0,3.8000,0,10.3000,0,336.1000,0,79.9000,0,250.1000,0,6.1000,0
Monroe,144,2004,741075,751.7000,1108,56.6000,40,1.1000,0,3.8000,6,26.8000,20,24.9000,14,695.0000,1068,112.1000,151,483.3000,868,99.6000,49
Montgomery,81,2004,49460,264.2000,243,20.4000,29,0.0000,0,2.2000,0,0.7000,0,17.5000,29,243.8000,214,51.0000,68,188.5000,146,4.4000,0
Nassau,225,2004,1337964,300.2000,5,33.6000,0,0.3000,0,1.5000,0,14.0000,0,17.9000,0,266.6000,5,38.6000,0,196.1000,5,31.9000,0
"New York",9,2004,1569947,359.6000,62731,65.4000,11414,0.5000,90,2.0000,357,30.3000,5288,32.6000,5679,294.2000,51317,30.1000,5256,249.4000,43504,14.7000,2557
Niagara,117,2004,217737,649.8000,7860,74.0000,895,0.7000,8,5.4000,65,20.7000,250,47.3000,572,575.8000,6965,127.7000,1545,403.3000,4879,44.7000,541
Oneida,171,2004,234654,490.8000,40,41.9000,6,0.5000,0,4.8000,0,12.9000,0,23.7000,6,448.9000,34,97.7000,7,330.0000,25,21.2000,2
Onondaga,207,2004,461412,555.6000,214,65.3000,20,0.8000,0,4.4000,0,20.5000,5,39.6000,15,490.2000,194,106.2000,32,332.8000,152,51.3000,10
Ontario,99,2004,103385,314.4000,29,15.3000,2,0.9000,0,1.4000,0,2.8000,0,10.3000,2,299.1000,27,63.2000,3,223.4000,23,12.5000,1
Orange,333,2004,362934,365.0000,128,46.1000,9,0.5000,0,4.0000,4,10.9000,0,30.7000,5,318.9000,119,47.8000,33,251.8000,82,19.3000,4
Orleans,72,2004,43682,266.2000,219,29.3000,37,0.4000,1,2.1000,1,2.1000,4,24.7000,31,236.9000,182,58.1000,54,168.1000,124,10.7000,4
Oswego,99,2004,123340,384.1000,0,19.8000,0,0.1000,0,2.6000,0,2.6000,0,14.4000,0,364.3000,0,88.1000,0,265.9000,0,10.2000,0
Otsego,63,2004,62934,344.9000,43,36.9000,2,0.3000,0,5.1000,0,2.9000,0,28.6000,2,308.0000,41,83.2000,3,216.8000,37,8.0000,1
Putnam,81,2004,99468,197.1000,0,13.9000,0,0.0000,0,1.8000,0,1.4000,0,10.7000,0,183.1000,0,35.6000,0,140.8000,0,6.7000,0
Queens,9,2004,2198516,197.1000,48142,42.3000,10323,0.5000,115,1.2000,291,19.7000,4819,20.9000,5098,154.8000,37819,26.3000,6434,101.4000,24778,27.0000,6607
Rensselaer,117,2004,155523,499.8000,4318,56.5000,488,0.2000,2,5.6000,48,13.1000,113,37.6000,325,443.3000,3830,112.8000,975,299.1000,2584,31.4000,271
Richmond,9,2004,456846,139.9000,7102,28.0000,1419,0.2000,8,0.6000,31,8.0000,407,19.2000,973,112.0000,5683,15.8000,801,84.3000,4279,11.9000,603
Rockland,144,2004,297562,316.5000,1973,34.5000,127,0.3000,0,1.6000,0,10.6000,29,22.0000,98,282.0000,1846,33.5000,115,235.1000,1671,13.4000,60
Saratoga,99,2004,211478,242.7000,147,21.1000,6,0.3000,0,2.7000,2,2.4000,2,15.7000,2,221.6000,141,40.1000,26,172.3000,110,9.2000,5
Schenectady,90,2004,148900,655.0000,5418,74.1000,613,1.2000,10,5.8000,48,23.7000,196,43.4000,359,580.9000,4805,109.9000,909,433.5000,3586,37.5000,310
Schoharie,72,2004,32310,291.4000,176,25.1000,9,0.0000,0,4.5000,1,1.1000,0,19.5000,8,266.3000,167,48.5000,13,207.8000,144,10.0000,10
Schuyler,45,2004,19034,328.1000,347,11.3000,12,0.0000,0,0.9000,1,0.0000,0,10.4000,11,316.8000,335,44.4000,47,261.0000,276,11.3000,12
Seneca,90,2004,35312,298.7000,586,18.9000,37,0.0000,0,3.6000,7,1.0000,2,14.3000,28,279.8000,549,30.6000,60,239.1000,469,10.2000,20
Steuben,126,2004,98983,380.6000,16,34.2000,6,0.9000,0,6.7000,0,2.7000,0,23.8000,6,346.4000,10,65.8000,1,272.0000,8,8.5000,1
Suffolk,243,2004,1478215,389.9000,154,34.6000,7,0.3000,0,1.6000,0,11.7000,6,21.0000,1,355.2000,147,52.6000,19,269.0000,124,33.7000,4
Sullivan,81,2004,76265,443.7000,1880,64.4000,273,0.5000,2,7.3000,31,7.3000,31,49.3000,209,379.3000,1607,121.5000,515,240.0000,1017,17.7000,75
Tioga,54,2004,51631,190.4000,546,10.1000,29,0.0000,0,2.1000,6,1.0000,3,7.0000,20,180.2000,517,53.0000,152,119.6000,343,7.7000,22
Tompkins,108,2004,99531,409.3000,58,21.0000,1,0.4000,0,3.8000,0,5.6000,1,11.2000,0,388.3000,57,55.0000,5,325.3000,52,8.0000,0
Ulster,189,2004,181847,386.5000,10,46.2000,0,0.5000,0,3.6000,0,9.3000,0,32.9000,0,340.3000,10,56.9000,2,270.9000,7,12.5000,1
Warren,45,2004,64576,406.1000,9,27.3000,2,0.0000,0,4.2000,0,2.0000,0,21.2000,2,378.8000,7,49.1000,0,321.7000,7,8.1000,0
Washington,90,2004,62278,223.7000,43,24.9000,1,0.0000,0,4.0000,0,1.4000,0,19.4000,1,198.9000,42,41.3000,6,152.3000,35,5.2000,1
Wayne,117,2004,93860,418.5000,98,37.8000,5,0.8000,0,8.8000,1,2.9000,0,25.3000,4,380.7000,93,82.5000,16,285.6000,73,12.7000,4
Westchester,441,2004,935457,358.3000,61,50.0000,3,0.6000,0,2.0000,0,22.5000,1,24.9000,2,308.3000,58,44.3000,6,234.5000,51,29.6000,1
Wyoming,72,2004,42852,286.1000,49,24.4000,2,0.4000,0,2.9000,0,1.3000,0,19.7000,2,261.7000,47,46.2000,5,205.8000,42,9.7000,0
Yates,45,2004,25008,234.6000,326,21.6000,30,0.0000,0,5.8000,8,2.2000,3,13.7000,19,213.1000,296,62.6000,87,145.4000,202,5.0000,7
Albany,162,2005,302791,720.4000,6158,96.0000,1275,0.8000,8,5.7000,68,30.4000,439,59.1000,760,624.4000,4883,121.5000,1328,469.0000,3186,33.9000,369
Allegany,135,2005,49768,386.6000,72,48.5000,3,0.0000,0,13.4000,1,1.8000,0,33.3000,2,338.2000,69,84.6000,11,245.9000,57,7.6000,1
Bronx,9,2005,1351736,259.8000,39024,82.1000,12325,0.9000,129,1.8000,267,33.7000,5057,45.8000,6872,177.8000,26699,27.2000,4082,123.1000,18487,27.5000,4130
Broome,108,2005,200477,550.3000,2079,36.7000,177,0.5000,3,5.2000,19,8.9000,61,22.1000,94,513.6000,1902,67.4000,236,436.8000,1646,9.3000,20
Cattaraugus,108,2005,82039,525.3000,102,43.9000,7,0.2000,0,7.5000,0,1.8000,0,34.4000,7,481.4000,95,90.4000,7,376.9000,88,14.0000,0
Cayuga,81,2005,81104,410.1000,1121,30.6000,76,0.4000,1,5.3000,20,5.1000,21,19.8000,34,379.5000,1045,81.2000,197,293.4000,839,4.9000,9
Chautauqua,126,2005,136139,529.3000,14,51.6000,2,0.4000,0,5.3000,0,10.0000,0,35.8000,2,477.7000,12,107.5000,2,356.1000,8,14.1000,2
Chemung,81,2005,88860,569.8000,0,42.7000,0,1.0000,0,5.7000,0,9.3000,0,26.7000,0,527.1000,0,85.1000,0,428.8000,0,13.2000,0
Chenango,99,2005,51154,388.1000,5,36.6000,0,0.0000,0,4.6000,0,1.1000,0,31.0000,0,351.5000,5,69.3000,3,274.8000,2,7.4000,0
Clinton,63,2005,82233,440.2000,1,37.9000,0,0.4000,0,5.3000,0,3.5000,0,28.7000,0,402.3000,1,98.7000,0,297.9000,1,5.7000,0
Columbia,108,2005,63717,310.2000,69,25.1000,9,0.6000,0,1.7000,0,3.1000,2,19.8000,7,285.0000,60,57.6000,11,223.2000,45,4.2000,4
Cortland,72,2005,49330,509.4000,573,47.4000,85,0.0000,0,10.2000,14,5.5000,11,31.7000,60,462.0000,488,106.5000,135,339.3000,327,16.1000,26
Delaware,99,2005,48377,277.9000,3,30.5000,1,0.4000,0,3.3000,0,0.7000,0,26.0000,1,247.4000,2,72.2000,0,170.4000,2,4.8000,0
Dutchess,171,2005,294362,368.3000,0,50.5000,0,0.3000,0,4.3000,0,13.4000,0,32.5000,0,317.8000,0,54.1000,0,247.8000,0,15.8000,0
Erie,252,2005,931745,665.7000,26,96.9000,7,1.1000,0,5.3000,1,37.9000,0,52.6000,6,568.8000,19,121.1000,4,391.0000,15,56.6000,0
Essex,54,2005,39321,251.3000,549,24.3000,53,0.5000,1,3.7000,8,0.9000,2,19.2000,42,227.1000,496,59.5000,130,163.0000,356,4.6000,10
Franklin,63,2005,51257,304.5000,867,54.4000,155,0.4000,1,7.7000,22,0.7000,2,45.7000,130,250.0000,712,89.9000,256,151.4000,431,8.8000,25
Fulton,63,2005,55301,523.1000,1607,35.5000,109,0.3000,1,4.2000,13,2.6000,8,28.3000,87,487.6000,1498,99.3000,305,366.8000,1127,21.5000,66
Genesee,72,2005,60068,507.3000,773,28.8000,31,0.3000,0,6.6000,2,3.0000,4,18.9000,25,478.6000,742,61.4000,94,409.0000,646,8.1000,2
Greene,108,2005,49142,303.3000,12,48.7000,0,0.0000,0,1.5000,0,1.5000,0,45.8000,0,254.6000,12,74.4000,0,171.8000,12,8.4000,0
Hamilton,45,2005,5093,296.9000,84,10.6000,3,3.5000,1,0.0000,0,0.0000,0,7.1000,2,286.3000,81,95.4000,27,190.9000,54,0.0000,0
Herkimer,117,2005,64292,411.0000,1468,58.8000,210,0.0000,0,6.7000,24,3.9000,14,48.2000,172,352.2000,1258,71.7000,256,272.4000,973,8.1000,29
Jefferson,153,2005,113486,485.5000,12,46.0000,0,1.1000,0,7.9000,0,5.2000,0,31.7000,0,439.5000,12,79.0000,5,343.9000,7,16.7000,0
Kings,9,2005,2445809,243.7000,66239,71.3000,19369,0.8000,211,1.5000,420,32.1000,8715,36.9000,10023,172.5000,46870,29.0000,7877,121.3000,32977,22.1000,6016
Lewis,45,2005,26773,246.1000,366,18.8000,28,0.0000,0,4.7000,7,0.7000,1,13.4000,20,227.2000,338,110.3000,164,107.6000,160,9.4000,14
Livingston,99,2005,65322,524.1000,78,18.2000,3,0.3000,0,3.3000,0,1.7000,1,13.0000,2,505.9000,75,62.3000,8,435.4000,62,8.3000,5
Madison,108,2005,71471,326.9000,0,20.9000,0,0.3000,0,5.5000,0,2.8000,0,12.3000,0,306.0000,0,64.7000,0,236.5000,0,4.8000,0
Monroe,144,2005,738506,677.1000,1069,66.7000,36,1.4000,0,3.9000,3,30.0000,17,31.4000,16,610.4000,1033,108.1000,200,432.7000,770,69.6000,63
Montgomery,81,2005,49505,318.1000,315,44.4000,71,0.0000,0,1.1000,0,1.8000,3,41.5000,68,273.8000,244,54.9000,66,212.3000,177,6.5000,1
Nassau,225,2005,1332318,280.5000,5,34.7000,0,0.4000,0,1.5000,0,16.1000,0,16.8000,0,245.8000,5,37.7000,3,181.0000,2,27.1000,0
"New York",9,2005,1573573,341.3000,59682,63.9000,11180,0.5000,91,1.8000,322,31.6000,5531,29.9000,5236,277.4000,48502,26.9000,4703,238.6000,41712,11.9000,2087
Niagara,117,2005,216818,605.8000,7297,80.5000,970,0.6000,7,5.8000,70,26.6000,320,47.6000,573,525.3000,6327,120.3000,1449,369.0000,4445,35.9000,433
Oneida,171,2005,234282,484.1000,43,39.5000,4,0.8000,0,4.4000,2,12.0000,0,22.4000,2,444.6000,39,89.2000,4,339.9000,30,15.5000,5
Onondaga,207,2005,460910,543.1000,237,76.9000,12,0.7000,0,4.5000,0,25.4000,0,46.2000,12,466.2000,225,108.8000,23,313.3000,199,44.1000,3
Ontario,99,2005,104259,297.8000,0,19.0000,0,0.0000,0,3.6000,0,4.0000,0,11.4000,0,278.8000,0,58.9000,0,209.2000,0,10.7000,0
Orange,333,2005,364522,403.4000,117,48.2000,6,0.4000,0,4.0000,0,16.3000,0,27.5000,6,355.2000,111,54.3000,24,281.7000,81,19.2000,6
Orleans,72,2005,43475,308.5000,385,44.7000,41,0.8000,0,2.9000,3,1.7000,4,39.3000,34,263.7000,344,49.7000,56,203.3000,279,10.8000,9
Oswego,99,2005,122640,390.3000,0,27.4000,0,0.1000,0,4.1000,0,4.0000,0,19.2000,0,362.8000,0,75.3000,0,276.7000,0,10.9000,0
Otsego,63,2005,63069,341.3000,40,32.0000,5,1.1000,0,4.0000,1,5.1000,0,21.7000,4,309.4000,35,72.5000,6,227.8000,29,9.1000,0
Putnam,81,2005,99575,201.0000,0,17.2000,0,0.0000,0,2.3000,0,4.5000,0,10.3000,0,183.8000,0,38.0000,0,135.2000,0,10.7000,0
Queens,9,2005,2185222,185.8000,45122,42.2000,10250,0.4000,93,1.5000,355,20.4000,4957,20.0000,4845,143.6000,34872,23.7000,5745,96.9000,23535,23.0000,5592
Rensselaer,117,2005,156104,509.8000,4421,56.5000,490,0.5000,4,4.8000,42,10.7000,93,40.5000,351,453.3000,3931,107.7000,934,312.6000,2711,33.0000,286
Richmond,9,2005,457028,139.1000,7065,29.5000,1499,0.3000,15,0.9000,48,9.1000,462,19.2000,974,109.6000,5566,15.8000,803,82.8000,4207,10.9000,556
Rockland,144,2005,298737,286.7000,1729,32.6000,107,0.3000,1,1.4000,11,7.5000,23,23.3000,72,254.1000,1622,32.5000,113,211.0000,1457,10.6000,52
Saratoga,99,2005,212975,242.6000,113,22.7000,2,0.1000,0,2.7000,1,1.9000,0,18.1000,1,219.8000,111,37.9000,13,172.8000,94,9.1000,4
Schenectady,90,2005,150200,690.8000,5764,84.8000,708,1.0000,8,5.8000,48,33.4000,279,44.7000,373,605.9000,5056,119.2000,995,442.7000,3694,44.0000,367
Schoharie,72,2005,32534,275.5000,159,18.3000,4,0.0000,0,5.0000,1,0.6000,0,12.7000,3,257.3000,155,43.2000,18,208.0000,132,6.1000,5
Schuyler,45,2005,18880,325.1000,341,28.6000,30,0.0000,0,3.8000,4,0.0000,0,24.8000,26,296.5000,311,57.2000,60,233.6000,245,5.7000,6
Seneca,90,2005,35177,300.4000,587,18.9000,37,0.0000,0,4.6000,9,1.0000,2,13.3000,26,281.4000,550,53.7000,105,220.0000,430,7.7000,15
Steuben,126,2005,98868,392.0000,18,36.8000,3,0.4000,0,8.6000,0,2.9000,0,24.9000,3,355.2000,15,70.1000,6,275.5000,9,9.6000,0
Suffolk,243,2005,1477687,390.9000,190,37.9000,13,0.4000,0,1.3000,1,14.1000,8,22.1000,4,353.0000,177,52.3000,24,271.8000,146,29.0000,7
Sullivan,81,2005,76780,520.7000,2221,61.0000,260,0.0000,0,5.2000,22,10.8000,46,45.0000,192,459.7000,1961,132.5000,565,308.8000,1317,18.5000,79
Tioga,54,2005,51611,178.9000,513,10.1000,29,0.3000,1,1.4000,4,0.3000,1,8.0000,23,168.8000,484,40.8000,117,120.0000,344,8.0000,23
Tompkins,108,2005,99433,509.0000,64,26.6000,1,0.0000,0,3.8000,0,7.1000,0,15.7000,1,482.4000,63,79.3000,9,388.8000,54,14.3000,0
Ulster,189,2005,182438,400.8000,8,55.1000,2,0.3000,0,6.4000,0,10.4000,0,38.0000,2,345.7000,6,55.8000,0,273.5000,6,16.4000,0
Warren,45,2005,65206,432.3000,17,24.6000,2,0.8000,0,3.0000,0,3.3000,0,17.4000,2,407.7000,15,67.9000,4,332.9000,11,6.9000,0
Washington,90,2005,62468,261.9000,47,28.0000,1,0.3000,0,5.5000,0,1.4000,1,20.7000,0,234.0000,46,51.6000,4,171.4000,37,10.9000,5
Wayne,117,2005,93727,426.0000,92,32.8000,6,0.2000,0,6.0000,0,3.5000,1,23.2000,5,393.1000,86,87.0000,15,290.2000,69,15.9000,2
Westchester,441,2005,933401,334.5000,76,51.1000,3,0.4000,0,1.5000,0,24.6000,2,24.5000,1,283.4000,73,40.3000,5,218.7000,66,24.4000,2
Wyoming,72,2005,42780,296.2000,53,34.9000,6,0.0000,0,2.9000,0,0.4000,0,31.6000,6,261.3000,47,48.0000,4,202.4000,42,10.9000,1
Yates,45,2005,25129,216.3000,302,13.6000,19,0.0000,0,2.1000,3,1.4000,2,10.0000,14,202.7000,283,55.9000,78,145.4000,203,1.4000,2
Albany,162,2006,303997,706.7000,6059,91.5000,1228,0.3000,5,4.2000,51,26.9000,389,60.0000,783,615.2000,4831,103.1000,1062,485.8000,3528,26.3000,241
Allegany,135,2006,49359,306.0000,57,43.4000,8,0.7000,0,4.7000,1,1.1000,0,36.8000,7,262.6000,49,54.3000,9,202.4000,38,5.8000,2
Bronx,9,2006,1348164,244.7000,36655,79.6000,11922,1.0000,155,1.6000,247,32.6000,4882,44.3000,6638,165.1000,24733,25.2000,3776,117.0000,17526,22.9000,3431
Broome,108,2006,200905,593.6000,2559,45.2000,206,0.5000,2,5.7000,9,10.4000,63,28.5000,132,548.4000,2353,77.9000,288,459.1000,2016,11.5000,49
Cattaraugus,108,2006,81342,495.5000,19,36.5000,2,0.0000,0,4.6000,0,3.5000,0,28.3000,2,459.0000,17,97.6000,0,350.5000,17,10.8000,0
Cayuga,81,2006,80892,436.1000,1153,39.2000,104,0.0000,0,3.1000,6,5.6000,22,30.5000,76,397.0000,1049,78.3000,179,308.9000,844,9.8000,26
Chautauqua,126,2006,135640,484.6000,13,43.8000,2,0.3000,0,6.0000,0,8.0000,0,29.6000,2,440.8000,11,101.0000,3,325.9000,8,13.9000,0
Chemung,81,2006,88732,523.4000,0,39.2000,0,0.4000,0,4.1000,0,11.4000,0,23.3000,0,484.2000,0,85.6000,0,385.8000,0,12.8000,0
Chenango,99,2006,51391,388.1000,12,33.6000,0,0.0000,0,4.9000,0,0.7000,0,28.0000,0,354.5000,12,85.5000,3,263.4000,9,5.6000,0
Clinton,63,2006,82547,393.6000,4,27.9000,0,0.4000,0,5.7000,0,1.3000,0,20.5000,0,365.7000,4,101.0000,0,257.3000,4,7.4000,0
Columbia,108,2006,63427,375.5000,83,35.5000,16,0.9000,0,4.5000,1,5.4000,2,24.7000,13,340.0000,67,79.7000,18,252.6000,47,7.7000,2
Cortland,72,2006,49449,425.5000,470,40.8000,77,0.0000,0,9.5000,18,3.6000,8,27.7000,51,384.8000,393,70.6000,86,304.7000,290,9.5000,17
Delaware,99,2006,48271,300.2000,2,29.1000,0,0.4000,0,2.2000,0,0.4000,0,26.1000,0,271.1000,2,75.0000,2,188.3000,0,7.8000,0
Dutchess,171,2006,294712,364.8000,0,52.2000,0,0.5000,0,2.4000,0,16.2000,0,33.1000,0,312.7000,0,55.2000,0,243.2000,0,14.3000,0
Erie,252,2006,925564,633.6000,33,97.5000,3,1.6000,0,5.1000,0,38.4000,0,52.4000,3,536.1000,30,130.1000,5,355.6000,21,50.4000,4
Essex,54,2006,39490,251.6000,552,25.1000,55,0.0000,0,1.4000,3,0.9000,2,22.8000,50,226.5000,497,67.0000,147,153.2000,336,6.4000,14
Franklin,63,2006,51511,337.2000,965,54.9000,157,0.3000,1,6.3000,18,0.7000,2,47.5000,136,282.3000,808,103.4000,296,168.4000,482,10.5000,30
Fulton,63,2006,55328,493.5000,1517,32.5000,100,0.0000,0,3.9000,12,2.3000,7,26.4000,81,461.0000,1417,85.9000,264,348.8000,1072,26.4000,81
Genesee,72,2006,59919,526.9000,692,31.8000,37,0.3000,1,5.1000,5,4.8000,8,21.6000,23,495.1000,655,73.9000,88,410.1000,560,11.1000,7
Greene,108,2006,49513,352.3000,3,66.5000,1,1.5000,0,2.9000,0,1.8000,0,60.3000,1,285.7000,2,78.9000,1,195.6000,1,11.3000,0
Hamilton,45,2006,4987,267.1000,74,21.7000,6,0.0000,0,7.2000,2,0.0000,0,14.4000,4,245.4000,68,61.4000,17,184.1000,51,0.0000,0
Herkimer,117,2006,64029,379.0000,1348,61.3000,218,0.3000,1,5.9000,21,3.1000,11,52.0000,185,317.7000,1130,68.6000,244,241.5000,859,7.6000,27
Jefferson,153,2006,113650,489.9000,0,47.5000,0,0.2000,0,5.4000,0,8.2000,0,33.7000,0,442.4000,0,95.2000,0,323.1000,0,24.1000,0
Kings,9,2006,2436132,226.7000,61368,66.5000,17992,0.8000,225,1.1000,307,30.2000,8182,34.3000,9278,160.2000,43376,27.4000,7415,113.7000,30785,19.1000,5176
Lewis,45,2006,27001,232.0000,348,17.3000,26,0.0000,0,4.7000,7,0.0000,0,12.7000,19,214.7000,322,108.7000,163,96.7000,145,9.3000,14
Livingston,99,2006,65357,540.6000,57,25.3000,6,0.3000,0,8.0000,0,1.1000,0,16.0000,6,515.3000,51,53.7000,5,454.2000,45,7.4000,1
Madison,108,2006,72042,306.1000,97,16.5000,6,0.0000,0,4.7000,1,1.2000,0,10.5000,5,289.6000,91,74.5000,20,208.9000,69,6.2000,2
Monroe,144,2006,738329,674.9000,1085,79.8000,33,1.3000,0,3.5000,3,37.9000,11,37.1000,19,595.1000,1052,104.2000,140,417.0000,862,73.9000,50
Montgomery,81,2006,49724,295.0000,252,47.4000,89,0.0000,0,1.8000,0,1.4000,2,44.2000,87,247.6000,163,41.6000,36,200.2000,126,5.8000,1
Nassau,225,2006,1324905,288.4000,2,35.0000,1,0.3000,0,1.2000,0,17.2000,0,16.3000,1,253.4000,1,38.0000,0,193.8000,1,21.6000,0
"New York",9,2006,1578171,320.8000,56255,60.8000,10662,0.6000,111,1.3000,222,29.0000,5083,29.9000,5246,260.0000,45593,26.4000,4631,223.7000,39225,9.9000,1737
Niagara,117,2006,216148,592.9000,7120,74.9000,900,0.4000,5,5.7000,68,22.7000,273,46.1000,554,518.0000,6220,133.1000,1598,353.0000,4239,31.9000,383
Oneida,171,2006,234229,489.4000,11,51.0000,3,0.8000,0,2.8000,0,12.4000,0,35.0000,3,438.4000,8,106.8000,1,311.7000,6,19.9000,1
Onondaga,207,2006,460925,554.7000,234,73.6000,8,0.7000,0,3.9000,0,25.7000,1,43.3000,7,481.1000,226,113.8000,26,331.0000,191,36.4000,9
Ontario,99,2006,104644,324.9000,170,22.4000,13,0.2000,0,4.8000,1,3.8000,3,13.6000,9,302.6000,157,66.7000,26,221.2000,122,14.6000,9
Orange,333,2006,366908,409.7000,169,47.6000,11,0.4000,0,3.0000,0,16.7000,0,27.6000,11,362.1000,158,59.1000,38,287.2000,111,15.7000,9
Orleans,72,2006,43420,389.7000,403,36.9000,30,0.0000,0,2.9000,2,5.0000,7,29.0000,21,352.8000,373,85.0000,50,257.4000,315,10.4000,8
Oswego,99,2006,122354,402.5000,20,23.2000,1,0.1000,0,4.6000,0,2.9000,0,15.6000,1,379.3000,19,84.0000,2,287.2000,17,8.1000,0
Otsego,63,2006,63032,340.4000,41,41.7000,3,0.6000,0,8.9000,0,4.3000,1,28.0000,2,298.7000,38,70.5000,3,222.2000,35,6.0000,0
