county,agencies,year,population,crimesperthousand,index_total,violentperthousand,violent_total,murderperthousand,murder,"rapeperperson * 1000",rape,robberyperthousand,robbery,aggravated_assaultperthousand,aggravated_assault,propertyperthousand,property_total,burglaryperthousand,burglary,larcenyperthousand,larceny,vehicletheftperthousand,motor_vehicle_theft
Putnam,81,2006,99357,174.5000,0,16.8000,0,0.2000,0,0.5000,0,4.5000,0,11.6000,0,157.6000,0,35.1000,0,117.0000,0,5.4000,0
Queens,9,2006,2173862,182.6000,44108,41.8000,10102,0.4000,85,1.1000,257,20.4000,4918,20.0000,4842,140.8000,34006,23.4000,5640,96.9000,23402,20.6000,4964
Rensselaer,117,2006,157312,537.2000,4695,64.0000,559,0.2000,2,5.0000,44,15.7000,137,43.0000,376,473.3000,4136,116.4000,1017,329.9000,2883,27.0000,236
Richmond,9,2006,457577,140.4000,7136,27.7000,1408,0.4000,20,0.7000,38,8.8000,446,17.8000,904,112.7000,5728,13.3000,675,87.0000,4425,12.4000,628
Rockland,144,2006,299390,285.3000,1670,30.5000,66,0.2000,1,1.7000,5,9.8000,15,18.8000,45,254.9000,1604,32.6000,104,211.1000,1437,11.1000,63
Saratoga,99,2006,214627,275.7000,129,20.5000,2,0.2000,0,2.6000,1,2.0000,0,15.7000,1,255.2000,127,50.1000,18,196.8000,107,8.4000,2
Schenectady,90,2006,151768,733.6000,6185,94.8000,799,0.8000,7,6.9000,58,40.8000,344,46.3000,390,638.8000,5386,167.8000,1415,424.1000,3576,46.8000,395
Schoharie,72,2006,32661,264.0000,173,15.4000,10,1.1000,1,2.8000,0,0.6000,1,11.0000,8,248.6000,163,43.0000,16,198.4000,142,7.2000,5
Schuyler,45,2006,18752,204.5000,213,11.5000,12,0.0000,0,1.9000,2,1.0000,1,8.6000,9,192.9000,201,39.4000,41,145.9000,152,7.7000,8
Seneca,90,2006,35223,301.5000,0,23.5000,0,0.0000,0,2.0000,0,2.0000,0,19.4000,0,278.0000,0,41.4000,0,228.4000,0,8.2000,0
Steuben,126,2006,98473,323.5000,34,47.3000,7,0.2000,0,16.5000,0,2.6000,0,28.1000,7,276.2000,27,53.9000,7,216.6000,19,5.7000,1
Suffolk,243,2006,1475626,397.6000,241,37.8000,10,0.5000,0,1.3000,0,13.9000,5,22.1000,5,359.8000,231,51.0000,60,278.5000,159,30.3000,12
Sullivan,81,2006,77231,467.1000,2004,67.8000,291,0.5000,2,6.5000,28,11.0000,47,49.9000,214,399.2000,1713,114.0000,489,263.6000,1131,21.7000,93
Tioga,54,2006,51536,205.0000,587,12.9000,37,0.0000,0,2.4000,7,0.3000,1,10.1000,29,192.1000,550,48.5000,139,135.9000,389,7.7000,22
Tompkins,108,2006,99651,491.3000,45,26.6000,0,0.2000,0,4.9000,0,5.8000,0,15.7000,0,464.8000,45,59.6000,0,392.0000,45,13.2000,0
Ulster,189,2006,182845,385.8000,2,50.4000,1,0.5000,0,4.9000,0,7.5000,1,37.5000,0,335.4000,1,68.6000,1,251.6000,0,15.2000,0
Warren,45,2006,65554,498.9000,9,30.8000,1,0.3000,0,6.3000,0,3.8000,0,20.3000,1,468.2000,8,83.5000,2,375.1000,6,9.6000,0
Washington,90,2006,62771,307.7000,45,27.5000,2,0.9000,0,4.6000,0,0.0000,0,22.1000,2,280.2000,43,80.6000,12,188.7000,30,10.9000,1
Wayne,117,2006,93595,436.0000,99,31.7000,5,0.0000,0,5.8000,0,5.4000,0,20.6000,5,404.3000,94,99.6000,22,288.1000,71,16.5000,1
Westchester,441,2006,931426,341.6000,42,53.5000,1,0.4000,0,1.6000,0,26.4000,0,25.1000,1,288.1000,41,42.6000,11,224.6000,30,21.0000,0
Wyoming,72,2006,42673,317.6000,75,42.2000,11,0.4000,0,5.1000,3,1.3000,0,35.4000,8,275.4000,64,66.2000,5,197.4000,57,11.8000,2
Yates,45,2006,25025,268.3000,373,16.5000,23,0.0000,0,2.9000,4,2.2000,3,11.5000,16,251.7000,350,50.3000,70,194.9000,271,6.5000,9
Albany,144,2007,303858,627.0000,5378,87.0000,1132,0.3000,3,4.4000,45,25.9000,376,56.3000,708,540.0000,4246,93.9000,963,420.8000,2997,25.3000,286
Allegany,135,2007,49079,260.4000,51,31.5000,4,0.4000,0,3.7000,0,0.7000,0,26.8000,4,228.9000,47,71.5000,9,151.5000,38,5.9000,0
Bronx,9,2007,1354056,239.6000,36053,77.7000,11689,0.9000,130,1.2000,181,30.7000,4613,45.0000,6765,161.9000,24364,25.0000,3756,117.1000,17617,19.9000,2991
Broome,108,2007,200877,539.7000,2314,41.1000,214,0.4000,3,5.8000,19,9.8000,67,25.2000,125,498.6000,2100,67.4000,254,420.5000,1809,10.7000,37
Cattaraugus,108,2007,81056,469.5000,42,33.1000,6,0.4000,0,3.1000,1,5.3000,0,24.2000,5,436.4000,36,97.7000,7,325.3000,29,13.3000,0
Cayuga,81,2007,80629,412.3000,1123,38.4000,103,0.2000,0,4.7000,11,4.9000,17,28.6000,75,373.9000,1020,65.6000,164,299.1000,824,9.2000,32
Chautauqua,126,2007,135481,505.5000,11,45.3000,3,0.1000,0,6.6000,0,6.4000,0,32.2000,3,460.2000,8,108.8000,4,337.5000,4,14.0000,0
Chemung,72,2007,88634,529.2000,2,45.5000,0,0.6000,0,2.8000,0,7.5000,0,34.5000,0,483.7000,2,82.5000,0,387.1000,2,14.2000,0
Chenango,99,2007,51463,339.3000,3,16.4000,0,1.0000,0,6.3000,0,0.3000,0,8.7000,0,322.8000,3,74.2000,0,240.3000,3,8.4000,0
Clinton,63,2007,82556,439.3000,2,48.2000,0,0.2000,0,4.6000,0,2.2000,0,41.2000,0,391.2000,2,89.6000,0,291.9000,2,9.6000,0
Columbia,108,2007,63430,386.5000,94,42.3000,8,0.3000,0,3.1000,0,4.8000,1,34.1000,7,344.2000,86,82.6000,28,250.9000,52,10.8000,6
Cortland,72,2007,49624,466.1000,461,42.1000,78,0.0000,0,5.4000,8,2.5000,6,34.1000,64,424.0000,383,83.8000,96,327.9000,271,12.3000,16
Delaware,99,2007,48450,315.0000,1,33.8000,0,0.4000,0,4.8000,0,1.1000,0,27.5000,0,281.2000,1,105.5000,1,168.7000,0,7.1000,0
Dutchess,171,2007,295319,391.4000,0,54.6000,0,0.9000,0,2.6000,0,15.5000,0,35.6000,0,336.8000,0,55.4000,0,265.4000,0,16.0000,0
Erie,243,2007,921887,649.2000,31,88.7000,2,1.1000,0,5.2000,0,35.6000,0,46.8000,2,560.5000,29,126.6000,3,379.8000,26,54.1000,0
Essex,54,2007,39373,246.9000,540,36.6000,80,0.0000,0,5.0000,11,0.5000,1,31.1000,68,210.3000,460,55.8000,122,144.9000,317,9.6000,21
Franklin,63,2007,51782,346.6000,997,50.4000,145,0.3000,1,5.6000,16,1.4000,4,43.1000,124,296.2000,852,100.1000,288,184.6000,531,11.5000,33
Fulton,63,2007,55489,523.9000,1615,42.8000,132,0.3000,1,6.8000,21,1.9000,6,33.7000,104,481.1000,1483,105.1000,324,359.7000,1109,16.2000,50
Genesee,63,2007,59930,432.8000,512,26.1000,23,0.0000,0,3.0000,4,3.3000,5,19.8000,14,406.7000,489,74.5000,76,318.7000,400,13.5000,13
Greene,108,2007,49537,414.2000,2,64.0000,0,0.4000,0,6.5000,0,2.2000,0,54.9000,0,350.3000,2,88.3000,0,249.6000,2,12.4000,0
Hamilton,45,2007,4969,195.6000,54,7.2000,2,0.0000,0,0.0000,0,0.0000,0,7.2000,2,188.4000,52,54.3000,15,134.0000,37,0.0000,0
Herkimer,117,2007,64343,333.2000,1191,49.5000,177,0.3000,1,2.8000,10,2.5000,9,43.9000,157,283.7000,1014,73.0000,261,206.2000,737,4.5000,16
Jefferson,153,2007,115059,396.6000,0,45.1000,0,0.8000,0,7.8000,0,4.4000,0,32.1000,0,351.5000,0,61.0000,0,275.0000,0,15.5000,0
Kings,9,2007,2441324,218.7000,59321,64.6000,17526,0.8000,213,0.9000,252,28.1000,7629,34.8000,9432,154.1000,41795,25.5000,6917,112.8000,30586,15.8000,4292
Lewis,45,2007,27086,271.8000,409,43.2000,65,0.0000,0,25.9000,39,0.0000,0,17.3000,26,228.6000,344,75.1000,113,145.5000,219,8.0000,12
Livingston,99,2007,65460,429.2000,51,16.8000,1,0.0000,0,3.8000,0,1.1000,0,11.8000,1,412.5000,50,51.4000,9,353.6000,39,7.4000,2
Madison,99,2007,72709,355.0000,94,18.3000,8,0.5000,0,3.0000,0,2.2000,3,12.6000,5,336.7000,86,78.7000,25,250.0000,57,7.9000,4
Monroe,144,2007,739249,615.5000,999,72.0000,28,1.3000,0,4.4000,5,29.3000,11,37.0000,12,543.5000,971,102.4000,133,389.5000,802,51.6000,36
Montgomery,81,2007,49798,261.7000,217,42.7000,80,0.4000,0,2.2000,0,1.8000,0,38.3000,80,219.0000,137,45.9000,53,164.8000,83,8.3000,1
Nassau,225,2007,1322048,272.6000,0,31.9000,0,0.3000,0,1.3000,0,14.4000,0,15.8000,0,240.7000,0,32.6000,0,186.5000,0,21.6000,0
"New York",9,2007,1581402,313.6000,55098,57.2000,10055,0.4000,69,1.1000,202,26.6000,4676,29.1000,5108,256.3000,45043,21.6000,3794,226.2000,39743,8.6000,1506
Niagara,108,2007,215791,580.1000,6955,63.6000,763,0.3000,4,5.8000,70,16.9000,203,40.5000,486,516.5000,6192,120.8000,1448,364.9000,4374,30.9000,370
Oneida,171,2007,234488,530.8000,14,53.7000,1,0.8000,0,2.9000,0,13.3000,0,36.8000,1,477.1000,13,113.5000,5,342.9000,8,20.6000,0
Onondaga,207,2007,461287,517.4000,173,70.8000,9,0.9000,0,4.4000,1,20.4000,1,45.0000,7,446.6000,164,106.7000,18,309.8000,142,30.1000,4
Ontario,99,2007,105216,310.3000,187,16.9000,18,0.5000,1,2.4000,3,3.1000,5,10.9000,9,293.4000,169,66.2000,44,220.5000,123,6.7000,2
Orange,333,2007,368464,429.0000,128,50.9000,11,0.4000,0,3.8000,0,15.7000,1,31.0000,10,378.1000,117,63.5000,30,297.9000,75,16.7000,12
Orleans,72,2007,43342,453.1000,432,37.8000,34,0.4000,0,4.2000,1,4.2000,7,29.1000,26,415.3000,398,90.1000,75,308.2000,310,17.0000,13
Oswego,99,2007,122213,389.0000,21,23.6000,1,0.1000,0,2.9000,0,3.8000,0,16.6000,1,365.4000,20,79.7000,4,276.6000,15,9.1000,1
Otsego,63,2007,62914,339.0000,31,28.6000,2,0.3000,0,4.3000,0,2.0000,0,22.0000,2,310.4000,29,99.3000,1,204.9000,28,6.3000,0
Putnam,81,2007,99454,177.9000,12,12.9000,3,0.5000,0,1.8000,0,1.8000,0,8.7000,3,165.1000,9,27.1000,1,131.9000,7,6.0000,1
Queens,9,2007,2177351,176.2000,42630,40.7000,9846,0.3000,72,0.9000,207,18.3000,4417,21.3000,5150,135.5000,32784,23.5000,5688,95.7000,23151,16.3000,3945
Rensselaer,117,2007,158243,516.3000,4539,56.3000,495,0.3000,3,4.3000,38,17.4000,153,34.2000,301,460.0000,4044,106.7000,938,326.8000,2873,26.5000,233
Richmond,9,2007,459642,133.9000,6839,26.2000,1337,0.2000,12,0.6000,33,8.9000,452,16.4000,840,107.7000,5502,14.9000,759,82.6000,4221,10.2000,522
Rockland,135,2007,301668,267.1000,1711,32.5000,85,0.1000,0,1.7000,8,9.6000,29,21.2000,48,234.6000,1626,30.3000,141,193.6000,1415,10.7000,70
Saratoga,99,2007,215798,253.0000,134,17.1000,7,0.0000,0,2.3000,1,1.8000,0,13.0000,6,235.9000,127,42.5000,15,186.2000,111,7.2000,1
Schenectady,90,2007,152275,633.0000,5355,81.4000,689,0.6000,5,4.3000,36,34.0000,288,42.6000,360,551.6000,4666,121.3000,1026,388.0000,3282,42.3000,358
Schoharie,72,2007,32894,310.3000,197,18.1000,13,0.0000,0,2.2000,1,0.5000,1,15.3000,11,292.2000,184,83.2000,16,202.5000,163,6.6000,5
Schuyler,45,2007,18707,160.7000,167,18.3000,19,0.0000,0,1.9000,2,1.0000,1,15.4000,16,142.4000,148,29.8000,31,108.7000,113,3.8000,4
Seneca,81,2007,35469,286.7000,0,23.3000,0,0.0000,0,3.0000,0,0.5000,0,19.8000,0,263.4000,0,37.6000,0,222.3000,0,3.6000,0
Steuben,126,2007,98541,283.3000,24,29.2000,1,0.4000,0,6.6000,0,2.9000,0,19.4000,1,254.1000,23,48.0000,7,200.2000,16,5.8000,0
Suffolk,234,2007,1475255,382.8000,180,32.4000,14,0.4000,0,1.3000,1,11.7000,8,19.0000,5,350.4000,166,49.6000,17,273.2000,141,27.6000,8
Sullivan,81,2007,77991,477.1000,2067,61.9000,268,0.0000,0,4.6000,20,10.4000,45,46.9000,203,415.2000,1799,113.6000,492,278.3000,1206,23.3000,101
Tioga,54,2007,51565,186.1000,533,12.2000,35,0.0000,0,1.4000,4,0.7000,2,10.1000,29,173.8000,498,41.2000,118,123.9000,355,8.7000,25
Tompkins,108,2007,99910,441.8000,51,20.9000,0,0.0000,0,3.2000,0,5.2000,0,12.4000,0,420.9000,51,62.2000,6,349.2000,45,9.5000,0
Ulster,189,2007,182818,341.9000,11,44.8000,4,0.3000,0,4.0000,0,6.5000,0,34.0000,4,297.1000,7,62.0000,3,222.4000,4,12.7000,0
Warren,45,2007,65740,446.0000,18,29.8000,2,0.5000,0,4.9000,0,2.5000,0,21.9000,2,416.2000,16,59.4000,7,348.0000,9,8.8000,0
Washington,90,2007,63054,286.3000,60,36.5000,1,0.9000,0,6.9000,0,0.9000,0,28.0000,1,249.8000,59,45.7000,6,193.5000,52,10.6000,1
Wayne,117,2007,93539,343.3000,71,31.2000,3,0.2000,0,5.8000,0,2.7000,0,22.5000,3,312.1000,68,61.4000,8,241.1000,57,9.6000,3
Westchester,441,2007,933414,323.7000,37,47.8000,3,0.4000,0,1.7000,1,20.0000,1,25.6000,1,275.9000,34,45.1000,3,212.1000,26,18.7000,5
Wyoming,72,2007,42515,271.4000,49,22.9000,7,0.0000,0,4.7000,1,0.8000,0,17.4000,6,248.5000,42,52.1000,9,188.0000,31,8.5000,2
Yates,45,2007,25234,240.4000,337,9.3000,13,0.0000,0,1.4000,2,0.7000,1,7.1000,10,231.1000,324,49.2000,69,177.6000,249,4.3000,6
Albany,144,2008,303739,637.1000,5490,80.4000,1061,0.6000,10,4.3000,48,26.9000,372,48.5000,631,556.7000,4429,98.4000,1034,438.7000,3170,19.6000,225
Allegany,135,2008,49177,238.3000,59,33.3000,1,0.0000,0,3.7000,0,1.5000,0,28.2000,1,205.0000,58,63.7000,10,134.7000,47,6.6000,1
Bronx,9,2008,1363488,232.9000,35284,74.9000,11345,0.9000,132,1.3000,191,31.6000,4793,41.1000,6229,158.0000,23939,22.5000,3408,116.2000,17608,19.3000,2923
Broome,108,2008,201029,614.5000,2665,49.7000,276,0.2000,1,6.8000,11,11.6000,84,31.1000,180,564.8000,2389,86.0000,342,467.5000,2000,11.4000,47
Cattaraugus,108,2008,80761,430.2000,26,47.9000,3,0.4000,0,5.3000,0,4.5000,0,37.7000,3,382.2000,23,85.4000,7,285.3000,16,11.6000,0
Cayuga,81,2008,80482,414.4000,1124,32.9000,103,0.0000,0,3.1000,11,3.6000,13,26.2000,79,381.6000,1021,80.3000,213,295.9000,791,5.4000,17
Chautauqua,126,2008,135229,497.0000,9,42.6000,2,0.8000,0,5.2000,0,7.3000,0,29.3000,2,454.4000,7,111.3000,2,331.4000,5,11.7000,0
Chemung,72,2008,88503,475.3000,1,41.5000,0,0.8000,0,3.7000,0,7.5000,0,29.5000,0,433.8000,1,89.7000,0,336.2000,1,7.9000,0
Chenango,99,2008,51326,327.6000,2,14.4000,0,0.7000,0,6.3000,0,1.1000,0,6.3000,0,313.2000,2,64.2000,1,242.3000,1,6.7000,0
Clinton,63,2008,82401,397.3000,5,31.0000,2,0.2000,0,6.6000,0,1.3000,0,22.9000,2,366.3000,3,77.1000,2,281.1000,1,8.1000,0
Columbia,108,2008,63253,380.2000,69,39.0000,14,0.6000,0,1.7000,0,2.8000,3,33.9000,11,341.2000,55,78.3000,12,257.0000,41,6.0000,2
Cortland,72,2008,49537,401.9000,402,40.7000,71,0.4000,0,6.2000,6,2.9000,7,31.2000,58,361.2000,331,74.5000,86,275.8000,238,10.9000,7
Delaware,99,2008,48363,274.7000,0,27.5000,0,0.0000,0,1.9000,0,2.6000,0,23.1000,0,247.1000,0,80.4000,0,161.2000,0,5.6000,0
Dutchess,171,2008,296267,397.2000,0,54.2000,0,0.3000,0,2.7000,0,15.1000,0,36.0000,0,343.0000,0,60.4000,0,269.7000,0,12.9000,0
Erie,243,2008,920571,652.6000,51,92.6000,3,0.8000,0,4.8000,0,35.0000,0,52.0000,3,560.0000,48,121.3000,4,392.5000,44,46.2000,0
Essex,54,2008,39435,213.2000,467,23.3000,51,0.0000,0,2.7000,6,0.5000,1,20.1000,44,189.9000,416,47.5000,104,139.7000,306,2.7000,6
Franklin,63,2008,51907,347.8000,1003,32.9000,95,0.0000,0,7.3000,21,1.0000,3,24.6000,71,314.9000,908,85.0000,245,225.1000,649,4.9000,14
Fulton,63,2008,55584,481.5000,1487,32.1000,99,0.3000,1,3.9000,12,1.6000,5,26.2000,81,449.5000,1388,78.0000,241,356.5000,1101,14.9000,46
Genesee,63,2008,59895,434.6000,506,34.0000,36,0.6000,0,5.4000,4,4.2000,7,23.7000,25,400.6000,470,76.6000,83,311.0000,378,12.9000,9
Greene,108,2008,49467,516.0000,0,37.1000,0,0.4000,0,0.7000,0,1.8000,0,34.2000,0,478.9000,0,95.3000,0,368.6000,0,14.9000,0
Hamilton,45,2008,4893,150.8000,41,18.4000,5,0.0000,0,7.4000,2,0.0000,0,11.0000,3,132.4000,36,33.1000,9,99.3000,27,0.0000,0
Herkimer,117,2008,64404,359.1000,1285,56.2000,201,0.0000,0,3.9000,14,3.9000,14,48.4000,173,303.0000,1084,63.4000,227,233.9000,837,5.6000,20
Jefferson,153,2008,115033,433.6000,8,42.4000,0,0.0000,0,4.1000,0,4.1000,0,34.3000,0,391.2000,8,75.1000,3,302.9000,4,13.1000,1
Kings,9,2008,2460361,217.8000,59547,61.8000,16895,0.8000,213,0.9000,250,28.8000,7867,31.3000,8565,156.0000,42652,24.7000,6758,117.1000,32022,14.2000,3872
Lewis,45,2008,26878,257.2000,384,23.4000,35,0.0000,0,3.3000,5,0.7000,1,19.4000,29,233.7000,349,84.4000,126,142.0000,212,7.4000,11
Livingston,99,2008,65637,294.8000,51,19.7000,1,0.0000,0,3.8000,0,1.1000,0,14.8000,1,275.1000,50,45.0000,6,226.0000,42,4.1000,2
Madison,99,2008,73075,359.9000,119,17.2000,11,0.0000,0,3.7000,0,1.2000,1,12.3000,10,342.6000,108,73.9000,22,262.6000,84,6.2000,2
Monroe,144,2008,741018,604.9000,1019,70.9000,31,1.2000,0,3.6000,2,30.5000,13,35.7000,16,534.1000,988,106.2000,123,386.6000,833,41.2000,32
Montgomery,81,2008,49951,282.9000,218,48.3000,99,0.4000,1,0.4000,0,1.8000,0,45.8000,98,234.6000,119,53.3000,41,175.9000,78,5.4000,0
Nassau,225,2008,1325129,286.3000,4,31.4000,0,0.4000,0,1.0000,0,15.4000,0,14.5000,0,254.9000,4,35.7000,3,199.5000,1,19.7000,0
"New York",9,2008,1587022,310.4000,54731,52.0000,9176,0.4000,62,1.2000,212,25.3000,4460,25.2000,4442,258.3000,45555,21.8000,3845,229.0000,40380,7.5000,1330
Niagara,108,2008,215793,597.8000,7167,63.6000,763,0.4000,5,3.1000,37,17.9000,214,42.3000,507,534.2000,6404,139.8000,1676,369.2000,4426,25.2000,302
Oneida,171,2008,234482,507.4000,41,51.6000,0,0.7000,0,3.7000,0,16.6000,0,30.6000,0,455.8000,41,100.9000,2,338.9000,39,16.0000,0
Onondaga,207,2008,463472,522.8000,187,67.1000,11,1.0000,0,4.4000,0,19.6000,2,42.0000,9,455.6000,176,109.5000,13,319.5000,160,26.7000,3
Ontario,99,2008,106302,321.2000,257,18.3000,20,0.0000,0,3.7000,2,4.9000,9,9.7000,9,302.9000,237,54.5000,37,242.1000,195,6.3000,5
Orange,333,2008,370201,446.5000,162,50.5000,8,0.6000,0,3.4000,1,16.0000,1,30.5000,6,396.0000,154,63.0000,19,317.1000,118,15.9000,17
Orleans,72,2008,43254,460.7000,371,30.4000,28,0.4000,0,2.5000,1,7.9000,8,19.6000,19,430.3000,343,102.8000,71,307.5000,259,20.0000,13
Oswego,99,2008,122366,381.4000,32,27.1000,3,0.4000,0,5.1000,0,3.1000,0,18.4000,3,354.4000,29,85.6000,2,258.3000,26,10.4000,1
Otsego,63,2008,62561,317.1000,0,24.7000,0,0.0000,0,2.9000,0,1.7000,0,20.1000,0,292.3000,0,84.0000,0,202.3000,0,6.0000,0
Putnam,81,2008,99537,190.2000,27,15.0000,9,0.4000,0,1.1000,0,2.4000,2,11.2000,7,175.2000,18,36.3000,3,133.1000,14,5.8000,1
Queens,9,2008,2193623,169.6000,41349,39.8000,9689,0.4000,95,0.8000,194,18.8000,4591,19.7000,4809,129.9000,31660,20.7000,5046,93.4000,22765,15.8000,3849
Rensselaer,117,2008,159011,540.0000,4770,61.9000,547,0.6000,5,3.7000,33,19.9000,176,37.7000,333,478.0000,4223,108.3000,957,351.1000,3102,18.6000,164
Richmond,9,2008,463701,145.7000,7508,25.7000,1325,0.4000,21,0.8000,43,9.2000,475,15.3000,786,120.0000,6183,15.7000,810,95.2000,4907,9.0000,466
Rockland,135,2008,305413,297.5000,1881,31.9000,103,0.1000,0,1.9000,9,8.9000,26,21.0000,68,265.5000,1778,33.1000,119,224.1000,1613,8.3000,46
Saratoga,99,2008,217282,260.1000,0,13.3000,0,0.0000,0,1.9000,0,1.7000,0,9.7000,0,246.8000,0,41.8000,0,198.2000,0,6.8000,0
Schenectady,90,2008,153360,662.3000,5643,86.9000,740,1.1000,9,5.0000,43,36.5000,311,44.2000,377,575.5000,4903,132.0000,1125,409.5000,3489,33.9000,289
Schoharie,72,2008,32890,331.1000,193,12.0000,2,0.0000,0,2.2000,1,1.1000,1,8.8000,0,319.1000,191,82.6000,28,229.9000,163,6.6000,0
Schuyler,45,2008,18644,199.8000,207,14.5000,15,0.0000,0,2.9000,3,1.0000,1,10.6000,11,185.4000,192,33.8000,35,147.7000,153,3.9000,4
Seneca,81,2008,35370,338.4000,0,23.4000,0,0.5000,0,4.6000,0,2.0000,0,16.3000,0,315.0000,0,51.4000,0,251.4000,0,12.2000,0
Steuben,126,2008,98726,273.1000,23,29.4000,12,0.0000,0,6.0000,0,1.3000,0,22.1000,12,243.8000,11,50.3000,1,187.6000,10,5.8000,0
Suffolk,234,2008,1480218,413.6000,199,31.8000,6,0.5000,0,1.4000,0,12.0000,4,18.0000,2,381.9000,193,58.1000,21,298.2000,163,25.6000,9
Sullivan,81,2008,77755,418.1000,1806,45.1000,195,0.7000,3,6.3000,27,6.3000,27,31.9000,138,372.9000,1611,117.1000,506,242.4000,1047,13.4000,58
Tioga,54,2008,51498,202.7000,580,12.6000,36,0.0000,0,3.1000,9,0.3000,1,9.1000,26,190.1000,544,43.0000,123,140.5000,402,6.6000,19
Tompkins,108,2008,100383,443.8000,43,24.6000,0,0.4000,0,2.5000,0,6.3000,0,15.4000,0,419.2000,43,76.4000,14,332.8000,29,10.0000,0
Ulster,189,2008,183174,360.6000,7,45.1000,2,0.6000,0,5.0000,0,7.0000,0,32.5000,2,315.5000,5,80.9000,0,225.1000,5,9.5000,0
Warren,45,2008,65848,441.2000,20,30.3000,2,0.0000,0,5.5000,0,2.5000,0,22.4000,2,410.9000,18,45.4000,4,360.8000,14,4.6000,0
Washington,90,2008,63252,259.2000,40,33.9000,1,0.6000,0,6.0000,1,1.7000,0,25.6000,0,225.4000,39,53.2000,4,165.3000,35,6.8000,0
Wayne,117,2008,93739,385.6000,79,35.5000,3,0.2000,0,5.2000,1,5.6000,1,24.6000,1,350.1000,76,75.5000,14,265.4000,61,9.2000,1
Westchester,441,2008,937449,321.1000,41,46.4000,2,0.5000,0,1.4000,0,21.0000,1,23.4000,1,274.7000,39,45.5000,3,213.1000,35,16.2000,1
Wyoming,72,2008,42281,232.9000,62,22.1000,2,0.0000,0,1.7000,0,2.6000,0,17.9000,2,210.7000,60,46.8000,11,158.4000,49,5.5000,0
Yates,45,2008,25352,201.6000,284,10.7000,15,0.0000,0,2.1000,3,2.1000,3,6.4000,9,191.0000,269,51.1000,72,137.7000,194,2.1000,3
Albany,135,2009,304733,626.9000,5252,76.1000,1002,0.7000,9,3.5000,43,23.6000,327,48.3000,623,550.8000,4250,89.8000,877,440.1000,3140,20.8000,233
Allegany,135,2009,48969,285.2000,43,47.4000,1,0.0000,0,16.5000,0,1.5000,0,29.4000,1,237.8000,42,75.0000,8,156.6000,31,6.2000,3
Bronx,9,2009,1376261,220.7000,33755,73.5000,11242,0.7000,113,1.1000,163,27.0000,4132,44.7000,6834,147.2000,22513,23.3000,3563,108.1000,16525,15.9000,2425
Broome,108,2009,200935,552.8000,2291,41.0000,216,1.8000,15,3.8000,11,8.4000,56,27.1000,134,511.8000,2075,74.0000,286,428.3000,1746,9.5000,43
Cattaraugus,99,2009,80491,414.8000,23,41.1000,3,0.2000,0,5.6000,0,2.9000,1,32.4000,2,373.7000,20,69.1000,1,296.1000,19,8.5000,0
Cayuga,72,2009,80172,372.7000,1056,41.8000,127,0.4000,1,5.2000,15,6.3000,24,29.9000,87,330.9000,929,73.0000,214,252.8000,698,5.2000,17
Chautauqua,117,2009,135197,478.9000,12,34.1000,2,0.3000,0,4.7000,0,6.0000,0,23.2000,2,444.8000,10,88.8000,3,347.9000,7,8.1000,0
Chemung,72,2009,88849,430.7000,3,32.6000,0,0.8000,0,2.6000,0,5.9000,0,23.3000,0,398.1000,3,78.0000,1,311.0000,2,9.1000,0
Chenango,99,2009,50639,354.4000,9,18.8000,0,0.0000,0,3.9000,0,2.5000,0,12.4000,0,335.6000,9,75.0000,4,254.2000,5,6.4000,0
Clinton,63,2009,82280,371.5000,5,29.1000,0,0.2000,0,4.2000,0,2.6000,0,22.1000,0,342.4000,5,85.1000,1,249.8000,4,7.4000,0
Columbia,99,2009,63023,337.0000,90,32.3000,16,0.0000,0,2.3000,1,1.7000,1,28.3000,14,304.7000,74,84.8000,24,215.9000,48,4.0000,2
Cortland,72,2009,49358,395.3000,449,38.7000,82,0.0000,0,4.7000,8,5.5000,12,28.4000,62,356.7000,367,82.8000,108,263.3000,242,10.6000,17
Delaware,99,2009,48182,281.7000,0,25.8000,0,0.0000,0,3.7000,0,1.9000,0,20.2000,0,255.9000,0,70.6000,0,181.2000,0,4.1000,0
Dutchess,162,2009,296887,369.5000,378,55.1000,74,0.2000,0,2.1000,0,17.1000,17,35.6000,57,314.4000,304,53.4000,83,250.8000,199,10.2000,22
Erie,234,2009,919334,639.4000,45,96.2000,4,1.3000,0,4.2000,0,37.6000,0,53.2000,4,543.2000,41,117.3000,4,386.3000,37,39.5000,0
Essex,54,2009,39478,237.1000,520,22.3000,49,0.0000,0,3.6000,8,0.5000,1,18.2000,40,214.8000,471,67.5000,148,141.8000,311,5.5000,12
Franklin,63,2009,51706,326.2000,937,22.6000,65,0.0000,0,3.5000,10,1.4000,4,17.8000,51,303.6000,872,80.1000,230,213.7000,614,9.7000,28
Fulton,63,2009,55558,493.1000,1522,36.3000,112,0.3000,1,6.5000,20,3.6000,11,25.9000,80,456.8000,1410,93.0000,287,349.9000,1080,13.9000,43
Genesee,54,2009,59932,449.6000,587,27.6000,37,0.3000,0,5.1000,7,5.1000,7,17.1000,23,422.0000,550,63.7000,85,347.2000,456,11.1000,9
Greene,99,2009,49372,310.3000,3,37.2000,0,0.4000,0,2.6000,0,2.2000,0,32.1000,0,273.1000,3,75.8000,0,188.9000,3,8.4000,0
