county,agencies,year,population,crimesperperson,index_total,violentperperson,violent_total,murderperperson,murder,rapeperperson,rape,robberyperperson,robbery,aggravated_assaultperperson,aggravated_assault,propertyperperson,property_total,burglaryperperson,burglary,larcenyperperson,larceny,vehicletheftperperson,motor_vehicle_theft
Bronx,1,2003,1362373,0.0316,43071,0.0098,13381,0.0001,136,0.0003,407,0.0038,5170,0.0056,7668,0.0218,29690,0.0037,5027,0.0146,19851,0.0035,4812
Broome,12,2003,201037,0.0603,2129,0.0040,182,0.0000,3,0.0005,10,0.0012,77,0.0023,92,0.0563,1947,0.0069,213,0.0479,1683,0.0014,51
Cattaraugus,12,2003,83335,0.0558,264,0.0049,8,0.0000,0,0.0005,0,0.0003,0,0.0040,8,0.0509,256,0.0106,7,0.0393,249,0.0009,0
Cayuga,9,2003,81395,0.0445,1089,0.0046,77,0.0000,0,0.0008,20,0.0004,13,0.0033,44,0.0400,1012,0.0084,203,0.0310,800,0.0006,9
Chautauqua,14,2003,137587,0.0577,15,0.0050,1,0.0000,0,0.0005,0,0.0011,0,0.0034,1,0.0526,14,0.0104,6,0.0400,8,0.0022,0
Chemung,9,2003,90154,0.0647,1,0.0061,0,0.0001,0,0.0010,0,0.0011,0,0.0040,0,0.0585,1,0.0091,0,0.0476,0,0.0018,1
Chenango,11,2003,51393,0.0478,13,0.0044,0,0.0000,0,0.0007,0,0.0000,0,0.0036,0,0.0434,13,0.0093,3,0.0334,9,0.0007,1
Clinton,7,2003,81396,0.0393,5,0.0041,1,0.0000,0,0.0007,0,0.0001,0,0.0032,1,0.0352,4,0.0105,0,0.0236,4,0.0010,0
Columbia,12,2003,63304,0.0280,81,0.0020,13,0.0000,0,0.0002,0,0.0003,1,0.0015,12,0.0260,68,0.0050,5,0.0198,59,0.0012,4
Cortland,8,2003,49475,0.0552,626,0.0038,63,0.0000,0,0.0008,15,0.0008,16,0.0023,32,0.0514,563,0.0080,104,0.0421,438,0.0013,21
Delaware,11,2003,47930,0.0391,6,0.0046,0,0.0001,0,0.0004,0,0.0003,0,0.0039,0,0.0345,6,0.0101,0,0.0240,6,0.0005,0
Dutchess,19,2003,290781,0.0428,0,0.0054,0,0.0000,0,0.0004,0,0.0014,0,0.0036,0,0.0374,0,0.0072,0,0.0283,0,0.0019,0
Erie,28,2003,941846,0.0735,42,0.0103,9,0.0001,0,0.0006,0,0.0040,1,0.0055,8,0.0632,33,0.0127,10,0.0435,21,0.0070,2
Essex,6,2003,39334,0.0289,568,0.0026,51,0.0000,0,0.0006,12,0.0001,1,0.0019,38,0.0263,517,0.0096,188,0.0159,312,0.0009,17
Franklin,7,2003,51228,0.0392,1003,0.0075,193,0.0001,2,0.0005,12,0.0004,9,0.0066,170,0.0316,810,0.0094,242,0.0209,536,0.0012,32
Fulton,7,2003,55081,0.0468,1288,0.0030,82,0.0000,1,0.0004,12,0.0001,3,0.0024,66,0.0438,1206,0.0081,222,0.0340,935,0.0018,49
Genesee,8,2003,60412,0.0589,820,0.0038,58,0.0000,0,0.0007,7,0.0007,17,0.0024,34,0.0551,762,0.0095,114,0.0439,647,0.0016,1
Greene,12,2003,48416,0.0297,2,0.0063,0,0.0000,0,0.0005,0,0.0003,0,0.0054,0,0.0234,2,0.0078,0,0.0145,2,0.0010,0
Hamilton,5,2003,5181,0.0274,71,0.0012,3,0.0000,0,0.0004,1,0.0000,0,0.0008,2,0.0262,68,0.0100,26,0.0162,42,0.0000,0
Herkimer,13,2003,64080,0.0440,1409,0.0071,226,0.0000,1,0.0004,12,0.0003,10,0.0063,203,0.0369,1183,0.0091,290,0.0268,858,0.0011,35
Jefferson,17,2003,110246,0.0397,10,0.0036,0,0.0000,0,0.0011,0,0.0005,0,0.0019,0,0.0362,10,0.0080,2,0.0275,8,0.0007,0
Kings,1,2003,2472999,0.0288,71289,0.0087,21485,0.0001,235,0.0002,536,0.0039,9641,0.0045,11073,0.0201,49804,0.0038,9483,0.0132,32596,0.0031,7725
Lewis,5,2003,26692,0.0258,344,0.0035,47,0.0000,0,0.0005,7,0.0001,2,0.0028,38,0.0223,297,0.0105,140,0.0107,143,0.0010,14
Livingston,11,2003,65130,0.0544,56,0.0029,0,0.0000,0,0.0005,0,0.0004,0,0.0020,0,0.0515,56,0.0070,5,0.0434,47,0.0011,4
Madison,12,2003,71010,0.0357,1,0.0023,0,0.0000,0,0.0004,0,0.0003,0,0.0015,0,0.0333,1,0.0074,0,0.0251,1,0.0008,0
Monroe,16,2003,741671,0.0855,986,0.0071,25,0.0002,0,0.0004,3,0.0038,18,0.0027,4,0.0784,961,0.0118,144,0.0545,723,0.0120,94
Montgomery,9,2003,49449,0.0281,223,0.0019,24,0.0000,0,0.0002,2,0.0002,3,0.0014,19,0.0262,199,0.0051,54,0.0205,141,0.0006,4
Nassau,25,2003,1339761,0.0342,0,0.0039,0,0.0000,0,0.0002,0,0.0017,0,0.0020,0,0.0304,0,0.0049,0,0.0215,0,0.0040,0
"New York",1,2003,1562154,0.0413,64456,0.0078,12179,0.0001,95,0.0002,343,0.0036,5617,0.0039,6124,0.0335,52277,0.0037,5765,0.0279,43531,0.0019,2981
Niagara,13,2003,218072,0.0698,7613,0.0081,879,0.0001,9,0.0007,80,0.0024,260,0.0049,530,0.0618,6734,0.0147,1604,0.0424,4624,0.0046,506
Oneida,19,2003,234243,0.0546,45,0.0060,10,0.0001,0,0.0006,1,0.0019,1,0.0034,8,0.0486,35,0.0122,8,0.0342,23,0.0023,4
Onondaga,23,2003,460961,0.0700,142,0.0076,8,0.0001,0,0.0004,0,0.0026,1,0.0045,7,0.0623,134,0.0137,26,0.0426,105,0.0060,3
Ontario,11,2003,102625,0.0410,254,0.0023,16,0.0000,0,0.0003,1,0.0005,7,0.0015,8,0.0387,238,0.0066,36,0.0306,192,0.0015,10
Orange,37,2003,358727,0.0441,156,0.0052,6,0.0000,0,0.0004,3,0.0011,0,0.0036,3,0.0389,150,0.0065,29,0.0300,108,0.0023,13
Orleans,8,2003,43593,0.0228,204,0.0032,34,0.0000,0,0.0003,1,0.0006,11,0.0022,22,0.0196,170,0.0046,37,0.0138,127,0.0013,6
Oswego,11,2003,123120,0.0412,0,0.0023,0,0.0000,0,0.0003,0,0.0003,0,0.0016,0,0.0389,0,0.0094,0,0.0285,0,0.0011,0
Otsego,7,2003,62567,0.0377,0,0.0043,0,0.0000,0,0.0007,0,0.0004,0,0.0032,0,0.0334,0,0.0099,0,0.0228,0,0.0006,0
Putnam,9,2003,98964,0.0240,0,0.0016,0,0.0000,0,0.0001,0,0.0004,0,0.0011,0,0.0224,0,0.0041,0,0.0173,0,0.0010,0
Queens,1,2003,2214608,0.0228,50442,0.0050,11106,0.0001,122,0.0001,288,0.0023,5179,0.0025,5517,0.0178,39336,0.0033,7226,0.0111,24671,0.0034,7439
Rensselaer,13,2003,154201,0.0601,4636,0.0068,528,0.0000,2,0.0007,55,0.0014,108,0.0047,363,0.0533,4108,0.0121,932,0.0380,2932,0.0032,244
Richmond,1,2003,455939,0.0153,6957,0.0028,1297,0.0000,9,0.0001,35,0.0008,382,0.0019,871,0.0124,5660,0.0017,792,0.0092,4197,0.0015,671
Rockland,16,2003,296224,0.0334,2183,0.0037,133,0.0000,0,0.0001,2,0.0009,43,0.0026,88,0.0297,2050,0.0042,202,0.0241,1758,0.0014,90
Saratoga,11,2003,209410,0.0251,130,0.0019,4,0.0000,0,0.0002,2,0.0003,1,0.0014,1,0.0232,126,0.0045,18,0.0178,106,0.0009,2
Schenectady,10,2003,147891,0.0648,4788,0.0075,554,0.0002,12,0.0007,49,0.0026,191,0.0041,302,0.0573,4234,0.0126,932,0.0407,3012,0.0039,290
Schoharie,8,2003,32032,0.0405,229,0.0025,14,0.0000,0,0.0007,1,0.0001,1,0.0016,12,0.0380,215,0.0077,15,0.0288,187,0.0015,13
Schuyler,5,2003,19151,0.0336,322,0.0022,21,0.0000,0,0.0002,2,0.0002,2,0.0018,17,0.0314,301,0.0058,56,0.0246,236,0.0009,9
Seneca,10,2003,35212,0.0344,606,0.0025,44,0.0000,0,0.0006,11,0.0001,1,0.0018,32,0.0319,562,0.0040,70,0.0274,483,0.0005,9
Steuben,14,2003,99191,0.0306,0,0.0025,0,0.0000,0,0.0007,0,0.0004,0,0.0015,0,0.0280,0,0.0052,0,0.0218,0,0.0010,0
Suffolk,27,2003,1470849,0.0481,168,0.0040,10,0.0000,1,0.0002,1,0.0014,3,0.0024,5,0.0441,158,0.0070,20,0.0329,137,0.0041,1
Sullivan,9,2003,75447,0.0558,2106,0.0078,294,0.0001,2,0.0008,32,0.0008,29,0.0061,231,0.0480,1812,0.0149,562,0.0308,1163,0.0023,87
Tioga,6,2003,51895,0.0231,600,0.0012,32,0.0000,1,0.0003,9,0.0001,3,0.0007,19,0.0219,568,0.0053,137,0.0156,404,0.0010,27
Tompkins,12,2003,99049,0.0463,44,0.0026,1,0.0000,0,0.0003,0,0.0007,0,0.0015,1,0.0437,43,0.0081,3,0.0349,40,0.0007,0
Ulster,21,2003,180942,0.0445,4,0.0064,1,0.0000,0,0.0004,0,0.0012,0,0.0048,1,0.0381,3,0.0075,0,0.0282,2,0.0024,1
Warren,5,2003,64323,0.0497,18,0.0042,1,0.0000,0,0.0008,0,0.0003,0,0.0031,1,0.0456,17,0.0077,5,0.0368,12,0.0011,0
Washington,10,2003,61621,0.0330,48,0.0060,1,0.0000,0,0.0004,0,0.0002,0,0.0054,1,0.0270,47,0.0066,8,0.0197,35,0.0006,4
Wayne,13,2003,94001,0.0480,63,0.0031,5,0.0000,0,0.0005,1,0.0004,2,0.0022,2,0.0449,58,0.0100,7,0.0335,50,0.0014,1
Westchester,49,2003,935799,0.0417,60,0.0056,8,0.0000,0,0.0002,0,0.0024,4,0.0029,4,0.0361,52,0.0056,7,0.0266,44,0.0039,1
Wyoming,8,2003,42955,0.0468,61,0.0037,5,0.0000,0,0.0003,0,0.0003,0,0.0031,5,0.0431,56,0.0139,2,0.0280,54,0.0012,0
Yates,5,2003,24898,0.0289,360,0.0024,30,0.0000,0,0.0005,6,0.0002,2,0.0018,22,0.0265,330,0.0053,66,0.0208,259,0.0004,5
Albany,18,2004,302173,0.0841,6717,0.0095,1131,0.0001,10,0.0005,53,0.0032,394,0.0057,674,0.0747,5586,0.0132,1294,0.0570,3825,0.0045,467
Allegany,15,2004,50311,0.0375,75,0.0039,8,0.0000,0,0.0008,3,0.0001,1,0.0030,4,0.0336,67,0.0080,13,0.0244,53,0.0012,1
Bronx,1,2004,1358963,0.0301,40939,0.0094,12797,0.0001,125,0.0002,290,0.0037,5076,0.0054,7306,0.0207,28142,0.0035,4708,0.0139,18904,0.0033,4530
Broome,12,2004,200974,0.0588,2122,0.0033,155,0.0000,1,0.0005,22,0.0009,57,0.0018,75,0.0555,1967,0.0071,247,0.0470,1686,0.0015,34
Cattaraugus,12,2004,82864,0.0599,239,0.0051,13,0.0001,0,0.0005,0,0.0003,0,0.0042,13,0.0548,226,0.0090,9,0.0447,217,0.0012,0
Cayuga,9,2004,81284,0.0436,1167,0.0032,79,0.0000,2,0.0003,11,0.0005,18,0.0023,48,0.0403,1088,0.0078,173,0.0318,903,0.0007,12
Chautauqua,14,2004,137174,0.0555,12,0.0051,4,0.0000,0,0.0006,0,0.0010,0,0.0034,4,0.0504,8,0.0109,1,0.0379,7,0.0016,0
Chemung,9,2004,89777,0.0684,0,0.0056,0,0.0000,0,0.0008,0,0.0012,0,0.0036,0,0.0628,0,0.0096,0,0.0516,0,0.0016,0
Chenango,11,2004,51297,0.0427,1,0.0046,0,0.0000,0,0.0007,0,0.0004,0,0.0035,0,0.0381,1,0.0091,0,0.0282,1,0.0008,0
Clinton,7,2004,81803,0.0388,0,0.0046,0,0.0000,0,0.0007,0,0.0002,0,0.0037,0,0.0343,0,0.0104,0,0.0230,0,0.0009,0
Columbia,12,2004,63646,0.0340,97,0.0023,8,0.0000,0,0.0002,0,0.0003,0,0.0019,8,0.0317,89,0.0051,11,0.0254,70,0.0012,8
Cortland,8,2004,49628,0.0554,576,0.0043,74,0.0000,0,0.0010,15,0.0004,5,0.0029,54,0.0511,502,0.0087,90,0.0407,386,0.0017,26
Delaware,11,2004,48283,0.0350,0,0.0036,0,0.0001,0,0.0002,0,0.0001,0,0.0033,0,0.0313,0,0.0094,0,0.0212,0,0.0008,0
Dutchess,19,2004,292859,0.0363,0,0.0051,0,0.0000,0,0.0003,0,0.0012,0,0.0036,0,0.0312,0,0.0045,0,0.0247,0,0.0019,0
Erie,28,2004,938333,0.0710,38,0.0100,9,0.0001,0,0.0006,0,0.0036,1,0.0057,8,0.0609,29,0.0123,1,0.0425,27,0.0061,1
Essex,6,2004,39295,0.0239,470,0.0031,61,0.0000,0,0.0004,7,0.0001,1,0.0027,53,0.0208,409,0.0081,160,0.0122,239,0.0005,10
Franklin,7,2004,51197,0.0402,1029,0.0064,165,0.0001,2,0.0004,9,0.0001,3,0.0059,151,0.0338,864,0.0127,326,0.0200,511,0.0011,27
Fulton,7,2004,55233,0.0543,1499,0.0034,95,0.0000,0,0.0003,8,0.0004,12,0.0027,75,0.0508,1404,0.0087,240,0.0399,1103,0.0022,61
Genesee,8,2004,60224,0.0606,782,0.0036,47,0.0000,0,0.0007,8,0.0006,11,0.0022,28,0.0570,735,0.0096,105,0.0464,630,0.0010,0
Greene,12,2004,48755,0.0329,8,0.0057,0,0.0001,0,0.0004,0,0.0003,0,0.0050,0,0.0272,8,0.0080,2,0.0185,6,0.0006,0
Hamilton,5,2004,5158,0.0221,57,0.0016,4,0.0000,0,0.0004,1,0.0000,0,0.0012,3,0.0206,53,0.0070,18,0.0136,35,0.0000,0
Herkimer,13,2004,64332,0.0366,1177,0.0055,177,0.0000,1,0.0005,16,0.0003,11,0.0046,149,0.0311,1000,0.0074,239,0.0230,739,0.0007,22
Jefferson,17,2004,109924,0.0415,6,0.0042,0,0.0001,0,0.0007,0,0.0005,0,0.0030,0,0.0373,6,0.0074,1,0.0292,5,0.0008,0
Kings,1,2004,2459094,0.0276,67962,0.0080,19735,0.0001,232,0.0002,459,0.0036,8783,0.0042,10261,0.0196,48227,0.0036,8901,0.0132,32551,0.0028,6775
Lewis,5,2004,26661,0.0238,317,0.0020,26,0.0000,0,0.0001,1,0.0000,0,0.0019,25,0.0218,291,0.0071,94,0.0143,190,0.0005,7
Livingston,11,2004,65484,0.0527,59,0.0026,1,0.0000,0,0.0006,0,0.0004,1,0.0016,0,0.0501,58,0.0064,12,0.0429,42,0.0007,4
Madison,12,2004,71397,0.0393,0,0.0020,0,0.0000,0,0.0004,0,0.0004,0,0.0011,0,0.0373,0,0.0089,0,0.0278,0,0.0007,0
Monroe,16,2004,741075,0.0835,1108,0.0063,40,0.0001,0,0.0004,6,0.0030,20,0.0028,14,0.0772,1068,0.0125,151,0.0537,868,0.0111,49
Montgomery,9,2004,49460,0.0294,243,0.0023,29,0.0000,0,0.0002,0,0.0001,0,0.0019,29,0.0271,214,0.0057,68,0.0209,146,0.0005,0
Nassau,25,2004,1337964,0.0334,5,0.0037,0,0.0000,0,0.0002,0,0.0016,0,0.0020,0,0.0296,5,0.0043,0,0.0218,5,0.0035,0
"New York",1,2004,1569947,0.0400,62731,0.0073,11414,0.0001,90,0.0002,357,0.0034,5288,0.0036,5679,0.0327,51317,0.0033,5256,0.0277,43504,0.0016,2557
Niagara,13,2004,217737,0.0722,7860,0.0082,895,0.0001,8,0.0006,65,0.0023,250,0.0053,572,0.0640,6965,0.0142,1545,0.0448,4879,0.0050,541
Oneida,19,2004,234654,0.0545,40,0.0047,6,0.0001,0,0.0005,0,0.0014,0,0.0026,6,0.0499,34,0.0109,7,0.0367,25,0.0024,2
Onondaga,23,2004,461412,0.0617,214,0.0073,20,0.0001,0,0.0005,0,0.0023,5,0.0044,15,0.0545,194,0.0118,32,0.0370,152,0.0057,10
Ontario,11,2004,103385,0.0349,29,0.0017,2,0.0001,0,0.0002,0,0.0003,0,0.0011,2,0.0332,27,0.0070,3,0.0248,23,0.0014,1
Orange,37,2004,362934,0.0406,128,0.0051,9,0.0001,0,0.0004,4,0.0012,0,0.0034,5,0.0354,119,0.0053,33,0.0280,82,0.0021,4
Orleans,8,2004,43682,0.0296,219,0.0033,37,0.0000,1,0.0002,1,0.0002,4,0.0027,31,0.0263,182,0.0065,54,0.0187,124,0.0012,4
Oswego,11,2004,123340,0.0427,0,0.0022,0,0.0000,0,0.0003,0,0.0003,0,0.0016,0,0.0405,0,0.0098,0,0.0295,0,0.0011,0
Otsego,7,2004,62934,0.0383,43,0.0041,2,0.0000,0,0.0006,0,0.0003,0,0.0032,2,0.0342,41,0.0092,3,0.0241,37,0.0009,1
Putnam,9,2004,99468,0.0219,0,0.0015,0,0.0000,0,0.0002,0,0.0002,0,0.0012,0,0.0203,0,0.0040,0,0.0156,0,0.0007,0
Queens,1,2004,2198516,0.0219,48142,0.0047,10323,0.0001,115,0.0001,291,0.0022,4819,0.0023,5098,0.0172,37819,0.0029,6434,0.0113,24778,0.0030,6607
Rensselaer,13,2004,155523,0.0555,4318,0.0063,488,0.0000,2,0.0006,48,0.0015,113,0.0042,325,0.0493,3830,0.0125,975,0.0332,2584,0.0035,271
Richmond,1,2004,456846,0.0155,7102,0.0031,1419,0.0000,8,0.0001,31,0.0009,407,0.0021,973,0.0124,5683,0.0018,801,0.0094,4279,0.0013,603
Rockland,16,2004,297562,0.0352,1973,0.0038,127,0.0000,0,0.0002,0,0.0012,29,0.0024,98,0.0313,1846,0.0037,115,0.0261,1671,0.0015,60
Saratoga,11,2004,211478,0.0270,147,0.0023,6,0.0000,0,0.0003,2,0.0003,2,0.0017,2,0.0246,141,0.0045,26,0.0191,110,0.0010,5
Schenectady,10,2004,148900,0.0728,5418,0.0082,613,0.0001,10,0.0006,48,0.0026,196,0.0048,359,0.0645,4805,0.0122,909,0.0482,3586,0.0042,310
Schoharie,8,2004,32310,0.0324,176,0.0028,9,0.0000,0,0.0005,1,0.0001,0,0.0022,8,0.0296,167,0.0054,13,0.0231,144,0.0011,10
Schuyler,5,2004,19034,0.0365,347,0.0013,12,0.0000,0,0.0001,1,0.0000,0,0.0012,11,0.0352,335,0.0049,47,0.0290,276,0.0013,12
Seneca,10,2004,35312,0.0332,586,0.0021,37,0.0000,0,0.0004,7,0.0001,2,0.0016,28,0.0311,549,0.0034,60,0.0266,469,0.0011,20
Steuben,14,2004,98983,0.0423,16,0.0038,6,0.0001,0,0.0007,0,0.0003,0,0.0026,6,0.0385,10,0.0073,1,0.0302,8,0.0009,1
Suffolk,27,2004,1478215,0.0433,154,0.0038,7,0.0000,0,0.0002,0,0.0013,6,0.0023,1,0.0395,147,0.0058,19,0.0299,124,0.0037,4
Sullivan,9,2004,76265,0.0493,1880,0.0072,273,0.0001,2,0.0008,31,0.0008,31,0.0055,209,0.0421,1607,0.0135,515,0.0267,1017,0.0020,75
Tioga,6,2004,51631,0.0212,546,0.0011,29,0.0000,0,0.0002,6,0.0001,3,0.0008,20,0.0200,517,0.0059,152,0.0133,343,0.0009,22
Tompkins,12,2004,99531,0.0455,58,0.0023,1,0.0000,0,0.0004,0,0.0006,1,0.0012,0,0.0431,57,0.0061,5,0.0361,52,0.0009,0
Ulster,21,2004,181847,0.0429,10,0.0051,0,0.0001,0,0.0004,0,0.0010,0,0.0037,0,0.0378,10,0.0063,2,0.0301,7,0.0014,1
Warren,5,2004,64576,0.0451,9,0.0030,2,0.0000,0,0.0005,0,0.0002,0,0.0024,2,0.0421,7,0.0055,0,0.0357,7,0.0009,0
Washington,10,2004,62278,0.0249,43,0.0028,1,0.0000,0,0.0004,0,0.0002,0,0.0022,1,0.0221,42,0.0046,6,0.0169,35,0.0006,1
Wayne,13,2004,93860,0.0465,98,0.0042,5,0.0001,0,0.0010,1,0.0003,0,0.0028,4,0.0423,93,0.0092,16,0.0317,73,0.0014,4
Westchester,49,2004,935457,0.0398,61,0.0056,3,0.0001,0,0.0002,0,0.0025,1,0.0028,2,0.0343,58,0.0049,6,0.0261,51,0.0033,1
Wyoming,8,2004,42852,0.0318,49,0.0027,2,0.0000,0,0.0003,0,0.0001,0,0.0022,2,0.0291,47,0.0051,5,0.0229,42,0.0011,0
Yates,5,2004,25008,0.0261,326,0.0024,30,0.0000,0,0.0006,8,0.0002,3,0.0015,19,0.0237,296,0.0070,87,0.0162,202,0.0006,7
Albany,18,2005,302791,0.0800,6158,0.0107,1275,0.0001,8,0.0006,68,0.0034,439,0.0066,760,0.0694,4883,0.0135,1328,0.0521,3186,0.0038,369
Allegany,15,2005,49768,0.0430,72,0.0054,3,0.0000,0,0.0015,1,0.0002,0,0.0037,2,0.0376,69,0.0094,11,0.0273,57,0.0008,1
Bronx,1,2005,1351736,0.0289,39024,0.0091,12325,0.0001,129,0.0002,267,0.0037,5057,0.0051,6872,0.0198,26699,0.0030,4082,0.0137,18487,0.0031,4130
Broome,12,2005,200477,0.0611,2079,0.0041,177,0.0001,3,0.0006,19,0.0010,61,0.0025,94,0.0571,1902,0.0075,236,0.0485,1646,0.0010,20
Cattaraugus,12,2005,82039,0.0584,102,0.0049,7,0.0000,0,0.0008,0,0.0002,0,0.0038,7,0.0535,95,0.0100,7,0.0419,88,0.0016,0
Cayuga,9,2005,81104,0.0456,1121,0.0034,76,0.0000,1,0.0006,20,0.0006,21,0.0022,34,0.0422,1045,0.0090,197,0.0326,839,0.0005,9
Chautauqua,14,2005,136139,0.0588,14,0.0057,2,0.0000,0,0.0006,0,0.0011,0,0.0040,2,0.0531,12,0.0119,2,0.0396,8,0.0016,2
Chemung,9,2005,88860,0.0633,0,0.0047,0,0.0001,0,0.0006,0,0.0010,0,0.0030,0,0.0586,0,0.0095,0,0.0476,0,0.0015,0
Chenango,11,2005,51154,0.0431,5,0.0041,0,0.0000,0,0.0005,0,0.0001,0,0.0034,0,0.0391,5,0.0077,3,0.0305,2,0.0008,0
Clinton,7,2005,82233,0.0489,1,0.0042,0,0.0000,0,0.0006,0,0.0004,0,0.0032,0,0.0447,1,0.0110,0,0.0331,1,0.0006,0
Columbia,12,2005,63717,0.0345,69,0.0028,9,0.0001,0,0.0002,0,0.0003,2,0.0022,7,0.0317,60,0.0064,11,0.0248,45,0.0005,4
Cortland,8,2005,49330,0.0566,573,0.0053,85,0.0000,0,0.0011,14,0.0006,11,0.0035,60,0.0513,488,0.0118,135,0.0377,327,0.0018,26
Delaware,11,2005,48377,0.0309,3,0.0034,1,0.0000,0,0.0004,0,0.0001,0,0.0029,1,0.0275,2,0.0080,0,0.0189,2,0.0005,0
Dutchess,19,2005,294362,0.0409,0,0.0056,0,0.0000,0,0.0005,0,0.0015,0,0.0036,0,0.0353,0,0.0060,0,0.0275,0,0.0018,0
Erie,28,2005,931745,0.0740,26,0.0108,7,0.0001,0,0.0006,1,0.0042,0,0.0058,6,0.0632,19,0.0135,4,0.0434,15,0.0063,0
Essex,6,2005,39321,0.0279,549,0.0027,53,0.0001,1,0.0004,8,0.0001,2,0.0021,42,0.0252,496,0.0066,130,0.0181,356,0.0005,10
Franklin,7,2005,51257,0.0338,867,0.0060,155,0.0000,1,0.0009,22,0.0001,2,0.0051,130,0.0278,712,0.0100,256,0.0168,431,0.0010,25
Fulton,7,2005,55301,0.0581,1607,0.0039,109,0.0000,1,0.0005,13,0.0003,8,0.0031,87,0.0542,1498,0.0110,305,0.0408,1127,0.0024,66
Genesee,8,2005,60068,0.0564,773,0.0032,31,0.0000,0,0.0007,2,0.0003,4,0.0021,25,0.0532,742,0.0068,94,0.0454,646,0.0009,2
Greene,12,2005,49142,0.0337,12,0.0054,0,0.0000,0,0.0002,0,0.0002,0,0.0051,0,0.0283,12,0.0083,0,0.0191,12,0.0009,0
Hamilton,5,2005,5093,0.0330,84,0.0012,3,0.0004,1,0.0000,0,0.0000,0,0.0008,2,0.0318,81,0.0106,27,0.0212,54,0.0000,0
Herkimer,13,2005,64292,0.0457,1468,0.0065,210,0.0000,0,0.0007,24,0.0004,14,0.0054,172,0.0391,1258,0.0080,256,0.0303,973,0.0009,29
Jefferson,17,2005,113486,0.0539,12,0.0051,0,0.0001,0,0.0009,0,0.0006,0,0.0035,0,0.0488,12,0.0088,5,0.0382,7,0.0019,0
Kings,1,2005,2445809,0.0271,66239,0.0079,19369,0.0001,211,0.0002,420,0.0036,8715,0.0041,10023,0.0192,46870,0.0032,7877,0.0135,32977,0.0025,6016
Lewis,5,2005,26773,0.0273,366,0.0021,28,0.0000,0,0.0005,7,0.0001,1,0.0015,20,0.0252,338,0.0123,164,0.0120,160,0.0010,14
Livingston,11,2005,65322,0.0582,78,0.0020,3,0.0000,0,0.0004,0,0.0002,1,0.0014,2,0.0562,75,0.0069,8,0.0484,62,0.0009,5
Madison,12,2005,71471,0.0363,0,0.0023,0,0.0000,0,0.0006,0,0.0003,0,0.0014,0,0.0340,0,0.0072,0,0.0263,0,0.0005,0
Monroe,16,2005,738506,0.0752,1069,0.0074,36,0.0002,0,0.0004,3,0.0033,17,0.0035,16,0.0678,1033,0.0120,200,0.0481,770,0.0077,63
Montgomery,9,2005,49505,0.0353,315,0.0049,71,0.0000,0,0.0001,0,0.0002,3,0.0046,68,0.0304,244,0.0061,66,0.0236,177,0.0007,1
Nassau,25,2005,1332318,0.0312,5,0.0039,0,0.0000,0,0.0002,0,0.0018,0,0.0019,0,0.0273,5,0.0042,3,0.0201,2,0.0030,0
"New York",1,2005,1573573,0.0379,59682,0.0071,11180,0.0001,91,0.0002,322,0.0035,5531,0.0033,5236,0.0308,48502,0.0030,4703,0.0265,41712,0.0013,2087
Niagara,13,2005,216818,0.0673,7297,0.0089,970,0.0001,7,0.0006,70,0.0030,320,0.0053,573,0.0584,6327,0.0134,1449,0.0410,4445,0.0040,433
Oneida,19,2005,234282,0.0538,43,0.0044,4,0.0001,0,0.0005,2,0.0013,0,0.0025,2,0.0494,39,0.0099,4,0.0378,30,0.0017,5
Onondaga,23,2005,460910,0.0603,237,0.0085,12,0.0001,0,0.0005,0,0.0028,0,0.0051,12,0.0518,225,0.0121,23,0.0348,199,0.0049,3
Ontario,11,2005,104259,0.0331,0,0.0021,0,0.0000,0,0.0004,0,0.0004,0,0.0013,0,0.0310,0,0.0065,0,0.0232,0,0.0012,0
Orange,37,2005,364522,0.0448,117,0.0054,6,0.0000,0,0.0004,0,0.0018,0,0.0031,6,0.0395,111,0.0060,24,0.0313,81,0.0021,6
Orleans,8,2005,43475,0.0343,385,0.0050,41,0.0001,0,0.0003,3,0.0002,4,0.0044,34,0.0293,344,0.0055,56,0.0226,279,0.0012,9
Oswego,11,2005,122640,0.0434,0,0.0030,0,0.0000,0,0.0005,0,0.0004,0,0.0021,0,0.0403,0,0.0084,0,0.0307,0,0.0012,0
Otsego,7,2005,63069,0.0379,40,0.0036,5,0.0001,0,0.0004,1,0.0006,0,0.0024,4,0.0344,35,0.0081,6,0.0253,29,0.0010,0
Putnam,9,2005,99575,0.0223,0,0.0019,0,0.0000,0,0.0003,0,0.0005,0,0.0011,0,0.0204,0,0.0042,0,0.0150,0,0.0012,0
Queens,1,2005,2185222,0.0206,45122,0.0047,10250,0.0000,93,0.0002,355,0.0023,4957,0.0022,4845,0.0160,34872,0.0026,5745,0.0108,23535,0.0026,5592
Rensselaer,13,2005,156104,0.0566,4421,0.0063,490,0.0001,4,0.0005,42,0.0012,93,0.0045,351,0.0504,3931,0.0120,934,0.0347,2711,0.0037,286
Richmond,1,2005,457028,0.0155,7065,0.0033,1499,0.0000,15,0.0001,48,0.0010,462,0.0021,974,0.0122,5566,0.0018,803,0.0092,4207,0.0012,556
Rockland,16,2005,298737,0.0319,1729,0.0036,107,0.0000,1,0.0002,11,0.0008,23,0.0026,72,0.0282,1622,0.0036,113,0.0234,1457,0.0012,52
