county,agencies,year,population,crimesperperson,index_total,violentperperson,violent_total,murderperperson,murder,rapeperperson,rape,robberyperperson,robbery,aggravated_assaultperperson,aggravated_assault,propertyperperson,property_total,burglaryperperson,burglary,larcenyperperson,larceny,vehicletheftperperson,motor_vehicle_theft
Greene,11,2013,48338,0.0297,0,0.0024,0,0.0000,0,0.0003,0,0.0002,0,0.0018,0,0.0273,0,0.0088,0,0.0174,0,0.0011,0
Hamilton,5,2013,4768,0.0260,62,0.0017,4,0.0000,0,0.0000,0,0.0000,0,0.0017,4,0.0243,58,0.0088,21,0.0155,37,0.0000,0
Herkimer,12,2013,63901,0.0372,1190,0.0039,126,0.0001,4,0.0005,15,0.0002,7,0.0031,100,0.0333,1064,0.0077,245,0.0251,803,0.0005,16
Jefferson,16,2013,119219,0.0403,12,0.0023,0,0.0000,0,0.0003,0,0.0003,0,0.0018,0,0.0379,12,0.0057,2,0.0309,10,0.0013,0
Kings,1,2013,2605783,0.0227,59056,0.0070,18258,0.0001,147,0.0002,401,0.0026,6854,0.0042,10856,0.0157,40798,0.0022,5635,0.0125,32557,0.0010,2606
Lewis,5,2013,27096,0.0245,332,0.0018,24,0.0001,1,0.0001,1,0.0000,0,0.0016,22,0.0227,308,0.0070,95,0.0147,199,0.0010,14
Livingston,11,2013,64684,0.0336,26,0.0017,1,0.0000,0,0.0005,0,0.0003,1,0.0010,0,0.0319,25,0.0057,3,0.0252,20,0.0010,2
Madison,10,2013,72485,0.0319,64,0.0015,4,0.0000,0,0.0002,0,0.0002,0,0.0010,4,0.0304,60,0.0058,8,0.0239,51,0.0006,1
Monroe,15,2013,750126,0.0615,822,0.0072,27,0.0001,1,0.0004,2,0.0030,10,0.0036,14,0.0544,795,0.0114,143,0.0406,624,0.0024,28
Montgomery,8,2013,49755,0.0453,435,0.0019,30,0.0000,0,0.0002,0,0.0005,12,0.0012,18,0.0433,405,0.0075,99,0.0347,291,0.0011,15
Nassau,25,2013,1356414,0.0275,1,0.0031,0,0.0000,0,0.0001,0,0.0015,0,0.0015,0,0.0244,1,0.0035,0,0.0197,1,0.0013,0
"New York",1,2013,1638790,0.0317,51872,0.0053,8708,0.0000,39,0.0001,236,0.0020,3340,0.0031,5093,0.0263,43164,0.0017,2775,0.0242,39647,0.0005,742
Niagara,11,2013,214235,0.0621,6654,0.0074,798,0.0000,4,0.0003,37,0.0022,240,0.0048,517,0.0547,5856,0.0122,1312,0.0404,4323,0.0021,221
Oneida,18,2013,233771,0.0512,20,0.0046,1,0.0001,0,0.0004,0,0.0012,0,0.0029,1,0.0466,19,0.0090,7,0.0362,12,0.0014,0
Onondaga,22,2013,469251,0.0596,0,0.0064,0,0.0001,0,0.0004,0,0.0020,0,0.0038,0,0.0533,0,0.0113,0,0.0397,0,0.0023,0
Ontario,10,2013,109117,0.0384,347,0.0022,29,0.0000,0,0.0004,7,0.0006,9,0.0013,13,0.0361,318,0.0071,54,0.0284,254,0.0007,10
Orange,36,2013,375151,0.0458,113,0.0046,9,0.0001,0,0.0004,1,0.0015,1,0.0027,7,0.0412,104,0.0064,21,0.0337,76,0.0012,7
Orleans,7,2013,42241,0.0354,245,0.0028,23,0.0000,0,0.0003,3,0.0004,4,0.0021,16,0.0326,222,0.0093,53,0.0221,165,0.0011,4
Oswego,10,2013,121222,0.0442,56,0.0026,3,0.0000,0,0.0002,0,0.0005,2,0.0018,1,0.0416,53,0.0086,6,0.0317,45,0.0013,2
Otsego,7,2013,61641,0.0271,24,0.0021,1,0.0000,0,0.0004,0,0.0005,0,0.0012,1,0.0250,23,0.0057,2,0.0188,21,0.0005,0
Putnam,9,2013,99751,0.0155,13,0.0010,0,0.0000,0,0.0002,0,0.0002,0,0.0006,0,0.0145,13,0.0026,3,0.0113,10,0.0005,0
Queens,1,2013,2307766,0.0173,39913,0.0047,10740,0.0000,59,0.0001,254,0.0017,3994,0.0028,6433,0.0126,29173,0.0021,4732,0.0095,22030,0.0010,2411
Rensselaer,12,2013,159752,0.0518,4137,0.0059,471,0.0000,3,0.0003,24,0.0020,159,0.0036,285,0.0459,3666,0.0115,917,0.0327,2615,0.0017,134
Richmond,1,2013,473422,0.0153,7234,0.0035,1658,0.0000,7,0.0001,32,0.0011,526,0.0023,1093,0.0118,5576,0.0014,669,0.0099,4681,0.0005,226
Rockland,14,2013,320664,0.0237,1585,0.0025,65,0.0000,0,0.0002,8,0.0006,17,0.0017,40,0.0213,1520,0.0025,99,0.0181,1392,0.0006,29
Saratoga,11,2013,224308,0.0278,102,0.0015,8,0.0000,0,0.0002,0,0.0003,3,0.0010,5,0.0262,94,0.0044,16,0.0213,78,0.0006,0
Schenectady,9,2013,155228,0.0693,5377,0.0087,674,0.0001,11,0.0005,36,0.0030,229,0.0051,398,0.0606,4703,0.0130,1007,0.0451,3500,0.0025,196
Schoharie,8,2013,31926,0.0336,223,0.0017,5,0.0000,0,0.0005,0,0.0003,3,0.0009,2,0.0319,218,0.0073,14,0.0240,204,0.0006,0
Schuyler,5,2013,18374,0.0180,165,0.0015,14,0.0000,0,0.0000,0,0.0001,1,0.0014,13,0.0164,151,0.0036,33,0.0121,111,0.0008,7
Seneca,8,2013,35236,0.0451,794,0.0035,62,0.0001,2,0.0005,8,0.0003,5,0.0027,47,0.0415,732,0.0070,123,0.0340,599,0.0006,10
Steuben,14,2013,98881,0.0310,0,0.0025,0,0.0000,0,0.0004,0,0.0003,0,0.0018,0,0.0285,0,0.0054,0,0.0227,0,0.0005,0
Suffolk,26,2013,1501103,0.0351,219,0.0026,9,0.0000,0,0.0001,2,0.0009,4,0.0015,3,0.0326,210,0.0048,16,0.0262,188,0.0016,6
Sullivan,9,2013,77073,0.0446,1718,0.0045,172,0.0000,1,0.0005,18,0.0006,22,0.0034,131,0.0401,1546,0.0126,484,0.0265,1022,0.0010,40
Tioga,6,2013,50111,0.0259,650,0.0011,27,0.0000,1,0.0002,4,0.0002,5,0.0007,17,0.0249,623,0.0066,166,0.0172,432,0.0010,25
Tompkins,12,2013,104143,0.0557,0,0.0021,0,0.0000,0,0.0002,0,0.0006,0,0.0013,0,0.0536,0,0.0088,0,0.0441,0,0.0007,0
Ulster,20,2013,180965,0.0396,0,0.0032,0,0.0000,0,0.0003,0,0.0006,0,0.0023,0,0.0363,0,0.0066,0,0.0292,0,0.0006,0
Warren,5,2013,65106,0.0397,26,0.0016,2,0.0000,0,0.0003,0,0.0002,0,0.0011,2,0.0381,24,0.0049,4,0.0330,20,0.0002,0
Washington,10,2013,62756,0.0281,46,0.0023,2,0.0000,0,0.0002,0,0.0002,0,0.0019,2,0.0258,44,0.0060,12,0.0192,31,0.0007,1
Wayne,12,2013,92399,0.0399,64,0.0033,4,0.0001,0,0.0005,0,0.0006,3,0.0021,1,0.0366,60,0.0102,16,0.0256,43,0.0008,1
Westchester,48,2013,968910,0.0292,38,0.0045,5,0.0000,0,0.0001,0,0.0017,3,0.0026,2,0.0246,33,0.0035,4,0.0199,28,0.0013,1
Wyoming,8,2013,41380,0.0246,39,0.0020,0,0.0000,0,0.0001,0,0.0001,0,0.0017,0,0.0227,39,0.0040,3,0.0183,35,0.0004,1
Yates,5,2013,25224,0.0327,413,0.0011,14,0.0000,0,0.0005,6,0.0001,1,0.0006,7,0.0316,399,0.0089,112,0.0225,284,0.0002,3
Albany,15,2014,308195,0.0596,4660,0.0065,775,0.0001,8,0.0003,27,0.0021,240,0.0041,500,0.0531,3885,0.0073,680,0.0442,3083,0.0015,122
Allegany,15,2014,47694,0.0258,43,0.0029,10,0.0001,1,0.0004,0,0.0001,0,0.0023,9,0.0229,33,0.0057,7,0.0166,25,0.0006,1
Bronx,1,2014,1445800,0.0249,36030,0.0088,12713,0.0001,95,0.0002,242,0.0028,4004,0.0058,8372,0.0161,23317,0.0019,2739,0.0132,19104,0.0010,1474
Broome,12,2014,197649,0.0639,2326,0.0050,278,0.0000,1,0.0005,20,0.0013,83,0.0032,174,0.0589,2048,0.0089,343,0.0486,1653,0.0014,52
Cattaraugus,11,2014,78726,0.0366,19,0.0034,4,0.0001,0,0.0004,0,0.0002,0,0.0027,4,0.0333,15,0.0066,0,0.0253,15,0.0013,0
Cayuga,8,2014,78800,0.0395,1051,0.0035,96,0.0000,0,0.0006,17,0.0004,13,0.0025,66,0.0360,955,0.0059,127,0.0292,807,0.0009,21
Chautauqua,13,2014,131892,0.0536,8,0.0045,4,0.0000,0,0.0005,0,0.0010,0,0.0030,4,0.0491,4,0.0112,0,0.0364,4,0.0015,0
Chemung,8,2014,87414,0.0489,0,0.0035,0,0.0000,0,0.0003,0,0.0008,0,0.0024,0,0.0454,0,0.0078,0,0.0365,0,0.0010,0
Chenango,11,2014,49340,0.0368,1,0.0020,0,0.0001,0,0.0003,0,0.0002,0,0.0014,0,0.0348,1,0.0072,0,0.0272,1,0.0004,0
Clinton,7,2014,81549,0.0321,1,0.0017,0,0.0001,0,0.0005,0,0.0001,0,0.0010,0,0.0304,1,0.0048,0,0.0250,1,0.0006,0
Columbia,11,2014,62018,0.0299,9,0.0015,0,0.0000,0,0.0002,0,0.0003,0,0.0011,0,0.0283,9,0.0051,0,0.0226,9,0.0006,0
Cortland,8,2014,48742,0.0444,426,0.0020,27,0.0001,2,0.0006,9,0.0003,3,0.0010,13,0.0423,399,0.0094,86,0.0320,298,0.0009,15
Delaware,11,2014,46560,0.0330,0,0.0025,0,0.0000,0,0.0003,0,0.0002,0,0.0020,0,0.0305,0,0.0078,0,0.0220,0,0.0008,0
Dutchess,18,2014,296058,0.0326,286,0.0038,41,0.0000,0,0.0002,1,0.0012,17,0.0024,23,0.0288,245,0.0043,38,0.0239,201,0.0006,6
Erie,26,2014,924449,0.0613,18,0.0085,1,0.0001,0,0.0004,0,0.0032,0,0.0047,1,0.0528,17,0.0100,0,0.0400,17,0.0028,0
Essex,6,2014,38380,0.0178,341,0.0023,44,0.0000,0,0.0005,10,0.0001,1,0.0017,33,0.0155,297,0.0047,90,0.0101,193,0.0007,14
Franklin,7,2014,51158,0.0332,850,0.0021,53,0.0000,0,0.0002,6,0.0002,5,0.0016,42,0.0312,797,0.0058,148,0.0245,627,0.0009,22
Fulton,7,2014,53975,0.0543,1465,0.0023,63,0.0000,0,0.0001,4,0.0007,19,0.0015,40,0.0519,1402,0.0098,265,0.0409,1105,0.0012,32
Genesee,6,2014,58807,0.0516,665,0.0038,66,0.0000,1,0.0007,11,0.0006,12,0.0024,42,0.0478,599,0.0085,115,0.0383,476,0.0010,8
Greene,11,2014,47984,0.0286,0,0.0033,0,0.0001,0,0.0005,0,0.0000,0,0.0027,0,0.0253,0,0.0063,0,0.0183,0,0.0007,0
Hamilton,5,2014,4703,0.0264,62,0.0004,1,0.0000,0,0.0000,0,0.0000,0,0.0004,1,0.0259,61,0.0106,25,0.0145,34,0.0009,2
Herkimer,12,2014,63407,0.0354,1123,0.0035,110,0.0000,0,0.0003,11,0.0003,10,0.0028,89,0.0320,1013,0.0059,187,0.0255,808,0.0006,18
Jefferson,16,2014,119044,0.0425,11,0.0029,0,0.0000,0,0.0005,0,0.0004,0,0.0021,0,0.0396,11,0.0058,1,0.0331,10,0.0007,0
Kings,1,2014,2626644,0.0216,56700,0.0065,17053,0.0000,122,0.0001,347,0.0023,5980,0.0040,10604,0.0151,39647,0.0022,5719,0.0119,31273,0.0010,2655
Lewis,5,2014,27096,0.0190,257,0.0020,27,0.0000,0,0.0001,2,0.0000,0,0.0018,25,0.0170,230,0.0061,82,0.0102,138,0.0007,10
Livingston,11,2014,64666,0.0277,16,0.0015,2,0.0000,0,0.0002,0,0.0002,1,0.0011,1,0.0263,14,0.0048,1,0.0209,11,0.0005,2
Madison,10,2014,72241,0.0314,82,0.0017,7,0.0000,0,0.0003,0,0.0002,1,0.0012,6,0.0297,75,0.0058,8,0.0234,64,0.0004,3
Monroe,15,2014,749803,0.0569,879,0.0059,23,0.0001,0,0.0004,1,0.0023,8,0.0031,14,0.0509,856,0.0092,75,0.0391,756,0.0026,25
Montgomery,8,2014,49667,0.0504,520,0.0019,30,0.0000,0,0.0003,3,0.0007,15,0.0010,12,0.0484,490,0.0074,107,0.0401,370,0.0010,13
Nassau,25,2014,1360703,0.0260,2,0.0030,0,0.0000,0,0.0001,0,0.0014,0,0.0015,0,0.0230,2,0.0028,0,0.0189,2,0.0013,0
"New York",1,2014,1646521,0.0289,47566,0.0051,8327,0.0000,37,0.0001,243,0.0018,2909,0.0031,5138,0.0238,39239,0.0016,2678,0.0217,35791,0.0005,770
Niagara,11,2014,213475,0.0583,6224,0.0075,798,0.0001,7,0.0003,33,0.0022,235,0.0049,523,0.0508,5426,0.0115,1230,0.0369,3942,0.0024,254
Oneida,18,2014,233229,0.0494,11,0.0048,1,0.0001,0,0.0004,0,0.0013,0,0.0031,1,0.0446,10,0.0090,0,0.0342,10,0.0015,0
Onondaga,22,2014,468827,0.0553,0,0.0064,0,0.0001,0,0.0003,0,0.0021,0,0.0038,0,0.0489,0,0.0096,0,0.0372,0,0.0021,0
Ontario,10,2014,109420,0.0399,345,0.0024,44,0.0000,0,0.0006,14,0.0003,2,0.0016,28,0.0375,301,0.0066,56,0.0304,237,0.0005,8
Orange,36,2014,376034,0.0418,97,0.0044,8,0.0000,0,0.0003,0,0.0013,2,0.0028,6,0.0373,89,0.0052,21,0.0311,59,0.0010,9
Orleans,7,2014,41890,0.0328,228,0.0028,23,0.0000,0,0.0002,0,0.0003,2,0.0022,21,0.0300,205,0.0078,41,0.0212,160,0.0010,4
Oswego,10,2014,120657,0.0424,44,0.0026,4,0.0000,0,0.0005,0,0.0004,1,0.0017,3,0.0397,40,0.0095,5,0.0293,34,0.0010,1
Otsego,7,2014,60994,0.0274,13,0.0017,0,0.0000,0,0.0001,0,0.0003,0,0.0013,0,0.0258,13,0.0043,1,0.0211,10,0.0005,2
Putnam,9,2014,99667,0.0157,9,0.0010,0,0.0000,0,0.0001,0,0.0002,0,0.0008,0,0.0146,9,0.0032,2,0.0111,6,0.0003,1
Queens,1,2014,2328004,0.0163,38030,0.0042,9800,0.0000,64,0.0001,207,0.0014,3271,0.0027,6258,0.0121,28230,0.0018,4191,0.0092,21434,0.0011,2605
Rensselaer,12,2014,159938,0.0533,4259,0.0059,471,0.0001,9,0.0003,25,0.0017,133,0.0038,304,0.0474,3788,0.0101,811,0.0347,2778,0.0025,199
Richmond,1,2014,474166,0.0145,6865,0.0033,1551,0.0000,15,0.0001,31,0.0009,417,0.0023,1088,0.0112,5314,0.0012,589,0.0095,4505,0.0005,220
Rockland,14,2014,323072,0.0230,1526,0.0023,65,0.0000,1,0.0001,4,0.0007,27,0.0015,33,0.0207,1461,0.0023,84,0.0179,1350,0.0005,27
Saratoga,11,2014,224872,0.0264,83,0.0015,10,0.0000,0,0.0002,2,0.0003,2,0.0010,6,0.0249,73,0.0040,21,0.0203,51,0.0006,1
Schenectady,9,2014,155340,0.0656,5093,0.0077,599,0.0001,6,0.0005,38,0.0022,169,0.0050,386,0.0579,4494,0.0113,879,0.0445,3453,0.0021,162
Schoharie,8,2014,31795,0.0239,151,0.0007,0,0.0000,0,0.0001,0,0.0001,0,0.0006,0,0.0232,151,0.0045,13,0.0179,137,0.0008,1
Schuyler,5,2014,18170,0.0182,165,0.0011,10,0.0000,0,0.0000,0,0.0000,0,0.0011,10,0.0171,155,0.0022,20,0.0143,130,0.0006,5
Seneca,8,2014,34890,0.0413,721,0.0033,57,0.0001,1,0.0003,5,0.0001,2,0.0028,49,0.0381,664,0.0053,92,0.0318,555,0.0010,17
Steuben,14,2014,98208,0.0313,0,0.0023,0,0.0000,0,0.0005,0,0.0002,0,0.0016,0,0.0290,0,0.0050,0,0.0231,0,0.0009,0
Suffolk,26,2014,1500638,0.0348,210,0.0024,12,0.0000,0,0.0001,0,0.0008,11,0.0014,1,0.0325,198,0.0044,10,0.0264,175,0.0017,13
Sullivan,9,2014,75852,0.0433,1644,0.0041,157,0.0001,3,0.0004,14,0.0007,27,0.0030,113,0.0392,1487,0.0124,471,0.0257,976,0.0011,40
Tioga,6,2014,49820,0.0188,468,0.0011,27,0.0000,0,0.0002,5,0.0001,2,0.0008,20,0.0177,441,0.0045,113,0.0126,314,0.0006,14
Tompkins,12,2014,104286,0.0499,0,0.0020,0,0.0000,0,0.0003,0,0.0007,0,0.0010,0,0.0479,0,0.0093,0,0.0380,0,0.0007,0
Ulster,20,2014,180763,0.0361,0,0.0032,0,0.0001,0,0.0006,0,0.0005,0,0.0021,0,0.0328,0,0.0062,0,0.0262,0,0.0005,0
Warren,5,2014,64901,0.0372,9,0.0012,0,0.0000,0,0.0003,0,0.0002,0,0.0008,0,0.0360,9,0.0048,3,0.0308,6,0.0004,0
Washington,10,2014,62478,0.0219,33,0.0019,1,0.0000,0,0.0003,0,0.0001,0,0.0015,1,0.0200,32,0.0038,5,0.0156,27,0.0006,0
Wayne,12,2014,91856,0.0349,41,0.0024,3,0.0000,0,0.0005,2,0.0005,1,0.0014,0,0.0325,38,0.0077,9,0.0238,28,0.0010,1
Westchester,48,2014,972742,0.0249,26,0.0044,1,0.0000,0,0.0001,0,0.0017,0,0.0026,1,0.0205,25,0.0031,6,0.0164,19,0.0010,0
Wyoming,8,2014,41160,0.0185,25,0.0017,0,0.0000,0,0.0000,0,0.0000,0,0.0017,0,0.0167,25,0.0029,7,0.0134,18,0.0005,0
Yates,5,2014,25150,0.0255,321,0.0014,18,0.0000,0,0.0003,4,0.0002,2,0.0010,12,0.0241,303,0.0062,78,0.0173,218,0.0006,7
Albany,15,2015,308598,0.0560,4271,0.0067,823,0.0000,5,0.0006,49,0.0019,240,0.0042,529,0.0492,3448,0.0061,480,0.0417,2849,0.0014,119
Allegany,15,2015,47372,0.0244,36,0.0024,4,0.0000,0,0.0012,2,0.0000,0,0.0012,2,0.0220,32,0.0040,2,0.0174,30,0.0006,0
Bronx,1,2015,1460412,0.0249,36299,0.0092,13409,0.0001,91,0.0004,556,0.0030,4386,0.0057,8376,0.0157,22890,0.0017,2530,0.0129,18767,0.0011,1593
Broome,12,2015,196292,0.0658,2402,0.0063,310,0.0001,4,0.0016,37,0.0015,89,0.0032,180,0.0594,2092,0.0095,342,0.0488,1707,0.0011,43
Cattaraugus,11,2015,78006,0.0327,7,0.0032,0,0.0000,0,0.0014,0,0.0002,0,0.0016,0,0.0295,7,0.0055,2,0.0232,5,0.0009,0
Cayuga,8,2015,78319,0.0397,1122,0.0050,133,0.0000,0,0.0017,36,0.0004,14,0.0029,83,0.0347,989,0.0057,139,0.0281,827,0.0009,23
Chautauqua,13,2015,130756,0.0506,7,0.0054,0,0.0000,0,0.0011,0,0.0012,0,0.0031,0,0.0452,7,0.0099,0,0.0338,7,0.0015,0
Chemung,8,2015,87030,0.0437,1,0.0037,0,0.0000,0,0.0006,0,0.0010,0,0.0020,0,0.0401,1,0.0063,0,0.0328,1,0.0009,0
Chenango,11,2015,48799,0.0348,3,0.0041,0,0.0000,0,0.0027,0,0.0000,0,0.0014,0,0.0307,3,0.0058,1,0.0239,2,0.0010,0
Clinton,7,2015,81032,0.0309,0,0.0028,0,0.0000,0,0.0015,0,0.0001,0,0.0012,0,0.0280,0,0.0042,0,0.0232,0,0.0006,0
Columbia,11,2015,61549,0.0291,7,0.0033,0,0.0001,0,0.0013,0,0.0003,0,0.0017,0,0.0257,7,0.0052,1,0.0200,6,0.0005,0
Cortland,8,2015,48294,0.0311,288,0.0021,30,0.0001,2,0.0007,10,0.0003,5,0.0010,13,0.0290,258,0.0058,57,0.0227,197,0.0004,4
Delaware,11,2015,45948,0.0322,0,0.0034,0,0.0000,0,0.0020,0,0.0003,0,0.0012,0,0.0288,0,0.0067,0,0.0215,0,0.0006,0
Dutchess,18,2015,295309,0.0306,304,0.0038,56,0.0000,0,0.0007,2,0.0008,12,0.0022,42,0.0268,248,0.0034,24,0.0226,211,0.0008,13
Erie,26,2015,924122,0.0565,14,0.0082,1,0.0001,0,0.0006,0,0.0028,0,0.0046,1,0.0483,13,0.0093,0,0.0361,12,0.0028,1
Essex,6,2015,38196,0.0200,382,0.0024,46,0.0000,0,0.0013,25,0.0001,2,0.0010,19,0.0176,336,0.0051,97,0.0119,227,0.0006,12
Franklin,7,2015,50609,0.0332,840,0.0035,88,0.0000,0,0.0021,53,0.0002,5,0.0012,30,0.0297,752,0.0059,149,0.0233,589,0.0006,14
Fulton,7,2015,53853,0.0486,1309,0.0046,123,0.0000,0,0.0016,42,0.0004,10,0.0026,71,0.0440,1186,0.0074,199,0.0357,961,0.0010,26
Genesee,6,2015,58591,0.0409,564,0.0039,76,0.0001,1,0.0013,16,0.0005,13,0.0021,46,0.0370,488,0.0057,74,0.0300,399,0.0013,15
Greene,11,2015,47649,0.0253,0,0.0049,0,0.0000,0,0.0013,0,0.0001,0,0.0034,0,0.0204,0,0.0052,0,0.0148,0,0.0004,0
Hamilton,5,2015,4704,0.0183,43,0.0013,3,0.0000,0,0.0013,3,0.0000,0,0.0000,0,0.0170,40,0.0068,16,0.0098,23,0.0004,1
Herkimer,12,2015,62688,0.0326,1021,0.0031,98,0.0000,1,0.0008,24,0.0001,3,0.0022,70,0.0294,923,0.0050,157,0.0234,734,0.0010,32
Jefferson,16,2015,116301,0.0437,8,0.0038,0,0.0001,0,0.0014,0,0.0003,0,0.0020,0,0.0399,8,0.0069,3,0.0322,5,0.0009,0
Kings,1,2015,2643546,0.0204,53957,0.0062,16385,0.0001,146,0.0002,659,0.0022,5686,0.0037,9894,0.0142,37572,0.0019,5077,0.0114,30015,0.0009,2480
Lewis,5,2015,26836,0.0210,282,0.0020,27,0.0000,0,0.0007,9,0.0001,1,0.0013,17,0.0190,255,0.0068,91,0.0118,158,0.0004,6
Livingston,11,2015,64514,0.0274,18,0.0024,3,0.0000,0,0.0011,0,0.0002,0,0.0011,3,0.0250,15,0.0040,0,0.0202,15,0.0008,0
Madison,10,2015,71718,0.0282,58,0.0030,7,0.0000,0,0.0014,3,0.0003,0,0.0012,4,0.0252,51,0.0043,6,0.0203,44,0.0006,1
Monroe,15,2015,748504,0.0548,801,0.0067,22,0.0001,0,0.0008,8,0.0022,6,0.0037,8,0.0481,779,0.0084,124,0.0368,623,0.0029,32
Montgomery,8,2015,49556,0.0510,527,0.0040,30,0.0000,0,0.0015,5,0.0005,7,0.0020,18,0.0470,497,0.0086,124,0.0370,356,0.0014,17
Nassau,25,2015,1362858,0.0240,1,0.0029,0,0.0000,0,0.0001,0,0.0012,0,0.0015,0,0.0211,1,0.0025,1,0.0176,0,0.0010,0
"New York",1,2015,1657183,0.0285,47307,0.0053,8789,0.0000,41,0.0003,467,0.0019,3148,0.0031,5133,0.0232,38518,0.0015,2538,0.0212,35156,0.0005,824
Niagara,11,2015,212540,0.0557,5920,0.0073,779,0.0000,5,0.0008,80,0.0019,206,0.0046,488,0.0484,5141,0.0103,1090,0.0361,3838,0.0020,213
Oneida,18,2015,232014,0.0470,4,0.0050,0,0.0001,0,0.0012,0,0.0009,0,0.0028,0,0.0420,4,0.0076,1,0.0329,3,0.0015,0
Onondaga,22,2015,468233,0.0494,0,0.0064,0,0.0001,0,0.0006,0,0.0018,0,0.0038,0,0.0430,0,0.0079,0,0.0333,0,0.0019,0
Ontario,10,2015,109431,0.0335,0,0.0026,0,0.0000,0,0.0010,0,0.0004,0,0.0012,0,0.0309,0,0.0064,0,0.0240,0,0.0005,0
Orange,36,2015,377544,0.0384,80,0.0049,4,0.0000,0,0.0008,1,0.0012,0,0.0029,3,0.0335,76,0.0046,17,0.0280,52,0.0010,7
Orleans,7,2015,41512,0.0324,181,0.0033,14,0.0000,0,0.0010,4,0.0001,3,0.0022,7,0.0291,167,0.0069,22,0.0213,142,0.0009,3
Oswego,10,2015,119899,0.0396,58,0.0042,2,0.0000,0,0.0021,0,0.0004,1,0.0016,1,0.0354,56,0.0085,3,0.0261,51,0.0009,2
Otsego,7,2015,60676,0.0277,16,0.0026,1,0.0001,1,0.0014,0,0.0002,0,0.0009,0,0.0251,15,0.0046,1,0.0198,14,0.0007,0
Putnam,9,2015,99473,0.0118,17,0.0009,7,0.0000,0,0.0002,0,0.0001,0,0.0006,7,0.0110,10,0.0018,1,0.0086,9,0.0005,0
Queens,1,2015,2346005,0.0153,35920,0.0042,9854,0.0000,60,0.0002,468,0.0014,3270,0.0026,6056,0.0111,26066,0.0014,3396,0.0087,20400,0.0010,2270
Rensselaer,12,2015,159850,0.0525,4195,0.0068,546,0.0001,10,0.0007,56,0.0022,174,0.0038,306,0.0457,3649,0.0085,676,0.0353,2821,0.0019,152
Richmond,1,2015,475313,0.0136,6465,0.0035,1651,0.0000,14,0.0002,94,0.0010,456,0.0023,1087,0.0101,4814,0.0012,557,0.0085,4038,0.0005,219
Rockland,14,2015,325655,0.0231,1528,0.0030,109,0.0000,2,0.0004,9,0.0008,34,0.0018,64,0.0202,1419,0.0018,78,0.0178,1309,0.0006,32
Saratoga,11,2015,226551,0.0251,88,0.0023,5,0.0000,0,0.0007,0,0.0002,2,0.0013,3,0.0228,83,0.0032,16,0.0191,64,0.0005,3
Schenectady,9,2015,155089,0.0596,4619,0.0086,667,0.0001,10,0.0010,77,0.0023,176,0.0052,404,0.0510,3952,0.0080,622,0.0408,3166,0.0021,164
Schoharie,8,2015,31463,0.0256,179,0.0024,3,0.0001,0,0.0013,2,0.0000,0,0.0011,1,0.0231,176,0.0040,10,0.0184,166,0.0008,0
Schuyler,5,2015,18020,0.0165,149,0.0016,14,0.0000,0,0.0010,9,0.0002,2,0.0003,3,0.0150,135,0.0022,20,0.0127,114,0.0001,1
Seneca,8,2015,34811,0.0419,730,0.0036,62,0.0000,0,0.0010,17,0.0003,6,0.0022,39,0.0384,668,0.0062,108,0.0310,539,0.0012,21
Steuben,14,2015,97495,0.0324,0,0.0038,0,0.0000,0,0.0016,0,0.0002,0,0.0019,0,0.0286,0,0.0042,0,0.0238,0,0.0006,0
Suffolk,26,2015,1498947,0.0327,136,0.0027,5,0.0000,0,0.0002,0,0.0010,4,0.0014,1,0.0300,131,0.0035,8,0.0249,122,0.0017,1
Sullivan,9,2015,75136,0.0354,1331,0.0046,171,0.0000,1,0.0017,64,0.0004,15,0.0024,91,0.0309,1160,0.0089,333,0.0215,806,0.0006,21
Tioga,6,2015,49323,0.0187,460,0.0022,54,0.0000,1,0.0009,23,0.0002,6,0.0010,24,0.0165,406,0.0033,82,0.0124,305,0.0008,19
Tompkins,12,2015,104283,0.0440,0,0.0028,0,0.0000,0,0.0011,0,0.0006,0,0.0012,0,0.0412,0,0.0062,0,0.0343,0,0.0007,0
Ulster,20,2015,179952,0.0335,3,0.0034,0,0.0000,0,0.0011,0,0.0005,0,0.0019,0,0.0301,3,0.0047,0,0.0246,3,0.0008,0
Warren,5,2015,64448,0.0337,17,0.0034,1,0.0000,0,0.0016,0,0.0003,0,0.0014,1,0.0304,16,0.0038,2,0.0262,13,0.0004,1
Washington,10,2015,62253,0.0194,23,0.0029,4,0.0000,0,0.0009,2,0.0000,0,0.0020,2,0.0165,19,0.0030,5,0.0131,12,0.0004,2
Wayne,12,2015,91359,0.0359,32,0.0044,1,0.0000,0,0.0017,0,0.0005,1,0.0021,0,0.0315,31,0.0077,4,0.0227,26,0.0011,1
Westchester,48,2015,976103,0.0251,31,0.0044,0,0.0000,0,0.0003,0,0.0015,0,0.0025,0,0.0207,31,0.0027,5,0.0166,25,0.0014,1
Wyoming,8,2015,40957,0.0206,25,0.0028,0,0.0001,0,0.0008,0,0.0000,0,0.0019,0,0.0178,25,0.0029,2,0.0144,23,0.0005,0
Yates,5,2015,25065,0.0239,299,0.0020,25,0.0000,0,0.0006,8,0.0000,0,0.0014,17,0.0219,274,0.0067,84,0.0150,188,0.0002,2
